time,open,high,low,close,volume
1760032800000,120971.22000000,121100.00000000,120678.77000000,120762.60000000,286.58316000
1760033700000,120762.60000000,120917.99000000,120557.95000000,120696.90000000,275.38907000
1760034600000,120696.90000000,120702.32000000,120396.00000000,120595.63000000,228.21302000
1760035500000,120595.63000000,120717.96000000,120496.09000000,120649.32000000,166.12479000
1760036400000,120649.33000000,120953.54000000,120649.32000000,120939.58000000,172.06140000
1760037300000,120939.58000000,121107.88000000,120826.53000000,121099.99000000,185.44852000
1760038200000,121100.00000000,121108.12000000,120810.34000000,120846.00000000,185.47838000
1760039100000,120846.00000000,121055.72000000,120838.76000000,120951.72000000,171.93480000
1760040000000,120951.72000000,121146.00000000,120854.00000000,120854.00000000,220.15408000
1760040900000,120854.00000000,120966.00000000,120838.00000000,120870.23000000,128.42942000
1760041800000,120870.23000000,121000.00000000,120870.23000000,121000.00000000,88.28105000
1760042700000,121000.00000000,121199.97000000,120913.18000000,121109.09000000,306.80641000
1760043600000,121109.08000000,121389.24000000,121065.77000000,121370.75000000,127.07952000
1760044500000,121370.76000000,121490.00000000,121301.22000000,121333.76000000,80.72766000
1760045400000,121333.76000000,121512.70000000,121251.69000000,121444.82000000,124.40052000
1760046300000,121444.82000000,121493.75000000,121324.67000000,121461.02000000,104.01536000
1760047200000,121461.03000000,121528.46000000,121411.55000000,121477.15000000,72.62193000
1760048100000,121477.15000000,121599.00000000,121465.02000000,121544.05000000,142.39635000
1760049000000,121544.04000000,121680.00000000,121478.25000000,121673.76000000,106.14603000
1760049900000,121673.77000000,121768.01000000,121653.09000000,121686.19000000,146.81936000
1760050800000,121686.19000000,121686.19000000,121436.47000000,121460.13000000,153.35440000
1760051700000,121460.13000000,121536.00000000,121341.22000000,121506.90000000,135.64553000
1760052600000,121506.90000000,121525.64000000,121426.07000000,121525.63000000,60.28918000
1760053500000,121525.63000000,121900.00000000,121504.26000000,121662.40000000,362.30423000
1760054400000,121662.41000000,121754.34000000,121595.75000000,121646.98000000,94.09338000
1760055300000,121646.99000000,121863.74000000,121646.99000000,121863.74000000,80.41182000
1760056200000,121863.74000000,121863.74000000,121702.06000000,121702.07000000,48.88791000
1760057100000,121702.07000000,121789.70000000,121611.59000000,121745.27000000,69.51048000
1760058000000,121745.26000000,121874.13000000,121731.35000000,121799.99000000,68.81180000
1760058900000,121799.99000000,121811.71000000,121639.89000000,121811.70000000,110.73447000
1760059800000,121811.71000000,121811.95000000,121489.06000000,121565.47000000,94.60162000
1760060700000,121565.47000000,121712.99000000,121539.82000000,121623.97000000,79.13569000
1760061600000,121623.96000000,121651.33000000,121227.23000000,121272.50000000,239.17874000
1760062500000,121272.50000000,121401.21000000,121242.01000000,121349.64000000,86.81548000
1760063400000,121349.65000000,121367.04000000,121066.55000000,121220.95000000,204.31662000
1760064300000,121220.96000000,121277.20000000,120900.00000000,121059.73000000,281.94034000
1760065200000,121059.73000000,121108.22000000,120909.15000000,121092.03000000,133.96251000
1760066100000,121092.03000000,121454.00000000,121092.02000000,121438.91000000,214.55705000
1760067000000,121438.91000000,121524.52000000,121430.75000000,121502.21000000,102.46779000
1760067900000,121502.21000000,121575.99000000,121026.00000000,121026.01000000,185.25575000
1760068800000,121026.00000000,121388.58000000,121018.33000000,121370.48000000,145.52054000
1760069700000,121370.48000000,121370.48000000,121174.31000000,121288.07000000,93.36011000
1760070600000,121288.07000000,121357.98000000,121066.65000000,121152.69000000,130.94474000
1760071500000,121152.68000000,121281.03000000,121125.28000000,121234.51000000,110.34839000
1760072400000,121234.52000000,121234.52000000,120986.08000000,121104.32000000,151.15817000
1760073300000,121104.33000000,121500.00000000,121086.45000000,121370.87000000,113.98273000
1760074200000,121370.88000000,121438.91000000,121204.43000000,121437.69000000,128.95722000
1760075100000,121437.68000000,121604.49000000,121437.68000000,121583.89000000,109.19760000
