time,close
2025-09-12 05:00:00,908.9
2025-09-12 06:00:00,908.66
2025-09-12 07:00:00,903.45
2025-09-12 08:00:00,905.1
2025-09-12 09:00:00,907.67
2025-09-12 10:00:00,906.91
2025-09-12 11:00:00,905.44
2025-09-12 12:00:00,908.35
2025-09-12 13:00:00,908.91
2025-09-12 14:00:00,908.57
2025-09-12 15:00:00,907.01
2025-09-12 16:00:00,909.41
2025-09-12 17:00:00,917.36
2025-09-12 18:00:00,923.01
2025-09-12 19:00:00,924.2
2025-09-12 20:00:00,925.01
2025-09-12 21:00:00,923.34
2025-09-12 22:00:00,925.18
2025-09-12 23:00:00,924.8
2025-09-13 00:00:00,927.01
2025-09-13 01:00:00,926.84
2025-09-13 02:00:00,927.37
2025-09-13 03:00:00,927.73
2025-09-13 04:00:00,926.05
2025-09-13 05:00:00,925.17
2025-09-13 06:00:00,924.84
2025-09-13 07:00:00,925.29
2025-09-13 08:00:00,927.11
2025-09-13 09:00:00,938.41
2025-09-13 10:00:00,940.96
2025-09-13 11:00:00,941.16
2025-09-13 12:00:00,939.18
2025-09-13 13:00:00,936.46
2025-09-13 14:00:00,935.96
2025-09-13 15:00:00,936.59
2025-09-13 16:00:00,925.36
2025-09-13 17:00:00,929.09
2025-09-13 18:00:00,930.44
2025-09-13 19:00:00,930.14
2025-09-13 20:00:00,929.61
2025-09-13 21:00:00,932.76
2025-09-13 22:00:00,931.19
2025-09-13 23:00:00,933.68
2025-09-14 00:00:00,933.58
2025-09-14 01:00:00,934.46
2025-09-14 02:00:00,936.63
2025-09-14 03:00:00,931.06
2025-09-14 04:00:00,933.52
2025-09-14 05:00:00,942.38
2025-09-14 06:00:00,939.28
2025-09-14 07:00:00,937.47
2025-09-14 08:00:00,938.8
2025-09-14 09:00:00,941.0
2025-09-14 10:00:00,936.85
2025-09-14 11:00:00,931.64
2025-09-14 12:00:00,933.69
2025-09-14 13:00:00,929.83
2025-09-14 14:00:00,925.99
2025-09-14 15:00:00,924.3
2025-09-14 16:00:00,924.62
2025-09-14 17:00:00,928.04
2025-09-14 18:00:00,926.6
2025-09-14 19:00:00,927.59
2025-09-14 20:00:00,929.31
2025-09-14 21:00:00,933.5
2025-09-14 22:00:00,933.11
