time,close
2025-09-12 05:00:00,238.63
2025-09-12 06:00:00,238.15
2025-09-12 07:00:00,237.33
2025-09-12 08:00:00,237.73
2025-09-12 09:00:00,238.46
2025-09-12 10:00:00,239.06
2025-09-12 11:00:00,239.18
2025-09-12 12:00:00,239.34
2025-09-12 13:00:00,239.57
2025-09-12 14:00:00,240.26
2025-09-12 15:00:00,239.31
2025-09-12 16:00:00,238.82
2025-09-12 17:00:00,240.25
2025-09-12 18:00:00,240.73
2025-09-12 19:00:00,241.0
2025-09-12 20:00:00,239.72
2025-09-12 21:00:00,240.11
2025-09-12 22:00:00,241.16
2025-09-12 23:00:00,242.18
2025-09-13 00:00:00,243.16
2025-09-13 01:00:00,241.62
2025-09-13 02:00:00,242.51
2025-09-13 03:00:00,243.61
2025-09-13 04:00:00,242.97
2025-09-13 05:00:00,241.69
2025-09-13 06:00:00,242.69
2025-09-13 07:00:00,242.46
2025-09-13 08:00:00,243.49
2025-09-13 09:00:00,243.46
2025-09-13 10:00:00,242.64
2025-09-13 11:00:00,241.93
2025-09-13 12:00:00,242.44
2025-09-13 13:00:00,240.06
2025-09-13 14:00:00,240.35
2025-09-13 15:00:00,239.43
2025-09-13 16:00:00,237.52
2025-09-13 17:00:00,237.8
2025-09-13 18:00:00,238.42
2025-09-13 19:00:00,238.98
2025-09-13 20:00:00,240.23
2025-09-13 21:00:00,240.1
2025-09-13 22:00:00,241.89
2025-09-13 23:00:00,242.38
2025-09-14 00:00:00,243.5
2025-09-14 01:00:00,245.79
2025-09-14 02:00:00,248.68
2025-09-14 03:00:00,246.89
2025-09-14 04:00:00,246.24
2025-09-14 05:00:00,247.71
2025-09-14 06:00:00,247.05
2025-09-14 07:00:00,246.39
2025-09-14 08:00:00,246.42
2025-09-14 09:00:00,247.76
2025-09-14 10:00:00,247.67
2025-09-14 11:00:00,246.09
2025-09-14 12:00:00,245.26
2025-09-14 13:00:00,243.8
2025-09-14 14:00:00,243.24
2025-09-14 15:00:00,243.81
2025-09-14 16:00:00,245.16
2025-09-14 17:00:00,247.92
2025-09-14 18:00:00,244.66
2025-09-14 19:00:00,242.51
2025-09-14 20:00:00,242.45
2025-09-14 21:00:00,244.14
2025-09-14 22:00:00,242.99
2025-09-14 23:00:00,239.76
2025-09-15 00:00:00,240.68
2025-09-15 01:00:00,241.11
2025-09-15 02:00:00,242.1
2025-09-15 03:00:00,242.64
2025-09-15 04:00:00,242.83
2025-09-15 05:00:00,243.97
2025-09-15 06:00:00,240.31
2025-09-15 07:00:00,237.98
2025-09-15 08:00:00,232.07
2025-09-15 09:00:00,235.59
2025-09-15 10:00:00,236.18
2025-09-15 11:00:00,236.45
2025-09-15 12:00:00,234.8
2025-09-15 13:00:00,235.2
2025-09-15 14:00:00,233.44
2025-09-15 15:00:00,233.0
2025-09-15 16:00:00,231.39
2025-09-15 17:00:00,233.3
2025-09-15 18:00:00,233.24
2025-09-15 19:00:00,233.0
2025-09-15 20:00:00,234.34
2025-09-15 21:00:00,235.18
2025-09-15 22:00:00,233.94
2025-09-15 23:00:00,234.31
2025-09-16 00:00:00,233.8
2025-09-16 01:00:00,233.97
2025-09-16 02:00:00,233.87
2025-09-16 03:00:00,235.08
2025-09-16 04:00:00,234.49
2025-09-16 05:00:00,236.55
2025-09-16 06:00:00,235.87
2025-09-16 07:00:00,235.77
2025-09-16 08:00:00,236.1
2025-09-16 09:00:00,235.31
2025-09-16 10:00:00,235.25
2025-09-16 11:00:00,235.37
2025-09-16 12:00:00,235.26
2025-09-16 13:00:00,233.09
2025-09-16 14:00:00,234.14
2025-09-16 15:00:00,237.79
2025-09-16 16:00:00,238.25
2025-09-16 17:00:00,238.16
2025-09-16 18:00:00,237.64
2025-09-16 19:00:00,237.82
2025-09-16 20:00:00,238.29
2025-09-16 21:00:00,238.54
2025-09-16 22:00:00,237.92
2025-09-16 23:00:00,236.96
2025-09-17 00:00:00,236.23
2025-09-17 01:00:00,236.29
2025-09-17 02:00:00,236.33
2025-09-17 03:00:00,234.07
2025-09-17 04:00:00,233.73
2025-09-17 05:00:00,235.07
2025-09-17 06:00:00,236.09
2025-09-17 07:00:00,237.69
2025-09-17 08:00:00,235.87
2025-09-17 09:00:00,235.2
2025-09-17 10:00:00,234.16
2025-09-17 11:00:00,234.17
2025-09-17 12:00:00,234.78
2025-09-17 13:00:00,235.48
2025-09-17 14:00:00,233.96
2025-09-17 15:00:00,233.9
2025-09-17 16:00:00,234.07
2025-09-17 17:00:00,232.51
2025-09-17 18:00:00,233.67
2025-09-17 19:00:00,238.74
2025-09-17 20:00:00,238.01
2025-09-17 21:00:00,240.26
2025-09-17 22:00:00,244.89
2025-09-17 23:00:00,244.84
2025-09-18 00:00:00,244.73
2025-09-18 01:00:00,246.3
2025-09-18 02:00:00,246.42
2025-09-18 03:00:00,246.72
2025-09-18 04:00:00,246.27
2025-09-18 05:00:00,244.93
2025-09-18 06:00:00,244.28
2025-09-18 07:00:00,244.75
2025-09-18 08:00:00,247.03
2025-09-18 09:00:00,247.09
2025-09-18 10:00:00,246.05
2025-09-18 11:00:00,245.97
2025-09-18 12:00:00,246.04
2025-09-18 13:00:00,246.15
2025-09-18 14:00:00,247.73
2025-09-18 15:00:00,248.24
2025-09-18 16:00:00,249.83
2025-09-18 17:00:00,251.38
2025-09-18 18:00:00,250.43
2025-09-18 19:00:00,248.36
2025-09-18 20:00:00,248.33
2025-09-18 21:00:00,247.61
2025-09-18 22:00:00,247.09
2025-09-18 23:00:00,247.5
2025-09-19 00:00:00,248.18
2025-09-19 01:00:00,247.47
2025-09-19 02:00:00,246.71
2025-09-19 03:00:00,245.0
2025-09-19 04:00:00,245.02
2025-09-19 05:00:00,245.67
2025-09-19 06:00:00,243.63
2025-09-19 07:00:00,243.82
2025-09-19 08:00:00,243.8
2025-09-19 09:00:00,242.87
2025-09-19 10:00:00,242.32
2025-09-19 11:00:00,240.91
2025-09-19 12:00:00,240.84
2025-09-19 13:00:00,242.11
2025-09-19 14:00:00,239.6
2025-09-19 15:00:00,237.54
2025-09-19 16:00:00,238.62
2025-09-19 17:00:00,236.65
2025-09-19 18:00:00,236.98
2025-09-19 19:00:00,235.98
2025-09-19 20:00:00,237.0
2025-09-19 21:00:00,238.39
2025-09-19 22:00:00,238.53
2025-09-19 23:00:00,238.53
2025-09-20 00:00:00,239.67
2025-09-20 01:00:00,238.4
2025-09-20 02:00:00,238.37
2025-09-20 03:00:00,238.09
2025-09-20 04:00:00,238.7
2025-09-20 05:00:00,239.42
2025-09-20 06:00:00,239.15
2025-09-20 07:00:00,239.78
2025-09-20 08:00:00,237.62
2025-09-20 09:00:00,237.24
2025-09-20 10:00:00,237.32
2025-09-20 11:00:00,238.14
2025-09-20 12:00:00,237.67
2025-09-20 13:00:00,237.44
2025-09-20 14:00:00,238.77
2025-09-20 15:00:00,240.1
2025-09-20 16:00:00,240.39
2025-09-20 17:00:00,239.14
2025-09-20 18:00:00,238.41
2025-09-20 19:00:00,238.64
2025-09-20 20:00:00,239.73
2025-09-20 21:00:00,239.8
2025-09-20 22:00:00,240.11
2025-09-20 23:00:00,239.48
2025-09-21 00:00:00,240.68
2025-09-21 01:00:00,240.12
2025-09-21 02:00:00,241.12
2025-09-21 03:00:00,241.78
2025-09-21 04:00:00,240.51
2025-09-21 05:00:00,240.39
2025-09-21 06:00:00,240.31
2025-09-21 07:00:00,239.87
2025-09-21 08:00:00,238.84
2025-09-21 09:00:00,238.48
2025-09-21 10:00:00,238.38
2025-09-21 11:00:00,238.64
2025-09-21 12:00:00,239.5
2025-09-21 13:00:00,239.52
2025-09-21 14:00:00,238.58
2025-09-21 15:00:00,237.91
2025-09-21 16:00:00,237.04
2025-09-21 17:00:00,237.82
2025-09-21 18:00:00,238.12
2025-09-21 19:00:00,237.99
2025-09-21 20:00:00,237.64
2025-09-21 21:00:00,237.28
2025-09-21 22:00:00,237.92
2025-09-21 23:00:00,236.16
2025-09-22 00:00:00,232.27
2025-09-22 01:00:00,233.19
2025-09-22 02:00:00,231.69
2025-09-22 03:00:00,232.81
2025-09-22 04:00:00,231.74
2025-09-22 05:00:00,224.99
2025-09-22 06:00:00,224.44
