time,close
2025-09-12 05:00:00,0.9061
2025-09-12 06:00:00,0.9005
2025-09-12 07:00:00,0.8996
2025-09-12 08:00:00,0.8956
2025-09-12 09:00:00,0.8932
2025-09-12 10:00:00,0.8916
2025-09-12 11:00:00,0.8881
2025-09-12 12:00:00,0.8905
2025-09-12 13:00:00,0.8882
2025-09-12 14:00:00,0.8916
2025-09-12 15:00:00,0.8934
2025-09-12 16:00:00,0.8995
2025-09-12 17:00:00,0.9028
2025-09-12 18:00:00,0.9044
2025-09-12 19:00:00,0.9074
2025-09-12 20:00:00,0.9068
2025-09-12 21:00:00,0.9043
2025-09-12 22:00:00,0.9152
2025-09-12 23:00:00,0.9169
2025-09-13 00:00:00,0.9267
2025-09-13 01:00:00,0.9246
2025-09-13 02:00:00,0.9264
2025-09-13 03:00:00,0.9291
2025-09-13 04:00:00,0.926
2025-09-13 05:00:00,0.9253
2025-09-13 06:00:00,0.9296
2025-09-13 07:00:00,0.926
2025-09-13 08:00:00,0.9373
2025-09-13 09:00:00,0.9532
2025-09-13 10:00:00,0.9436
2025-09-13 11:00:00,0.95
2025-09-13 12:00:00,0.9472
2025-09-13 13:00:00,0.9375
2025-09-13 14:00:00,0.9416
2025-09-13 15:00:00,0.9377
2025-09-13 16:00:00,0.9256
2025-09-13 17:00:00,0.925
2025-09-13 18:00:00,0.9254
2025-09-13 19:00:00,0.9264
2025-09-13 20:00:00,0.93
2025-09-13 21:00:00,0.9294
2025-09-13 22:00:00,0.9281
2025-09-13 23:00:00,0.9294
2025-09-14 00:00:00,0.9225
2025-09-14 01:00:00,0.9237
2025-09-14 02:00:00,0.9271
2025-09-14 03:00:00,0.917
2025-09-14 04:00:00,0.9183
2025-09-14 05:00:00,0.9226
2025-09-14 06:00:00,0.9174
2025-09-14 07:00:00,0.9157
2025-09-14 08:00:00,0.9136
2025-09-14 09:00:00,0.9185
2025-09-14 10:00:00,0.9158
2025-09-14 11:00:00,0.9025
2025-09-14 12:00:00,0.8961
2025-09-14 13:00:00,0.8883
2025-09-14 14:00:00,0.8859
2025-09-14 15:00:00,0.8865
2025-09-14 16:00:00,0.8891
2025-09-14 17:00:00,0.8947
2025-09-14 18:00:00,0.8898
2025-09-14 19:00:00,0.8892
2025-09-14 20:00:00,0.8906
2025-09-14 21:00:00,0.8936
2025-09-14 22:00:00,0.8951
2025-09-14 23:00:00,0.8879
2025-09-15 00:00:00,0.8878
2025-09-15 01:00:00,0.8899
2025-09-15 02:00:00,0.8898
2025-09-15 03:00:00,0.8942
2025-09-15 04:00:00,0.8985
2025-09-15 05:00:00,0.9019
2025-09-15 06:00:00,0.8886
2025-09-15 07:00:00,0.8779
2025-09-15 08:00:00,0.8562
2025-09-15 09:00:00,0.8617
2025-09-15 10:00:00,0.8618
2025-09-15 11:00:00,0.8643
2025-09-15 12:00:00,0.8591
2025-09-15 13:00:00,0.8644
2025-09-15 14:00:00,0.8607
2025-09-15 15:00:00,0.8594
2025-09-15 16:00:00,0.8556
2025-09-15 17:00:00,0.8617
2025-09-15 18:00:00,0.8609
2025-09-15 19:00:00,0.8597
2025-09-15 20:00:00,0.8621
2025-09-15 21:00:00,0.8651
2025-09-15 22:00:00,0.8612
2025-09-15 23:00:00,0.8632
2025-09-16 00:00:00,0.8618
2025-09-16 01:00:00,0.8603
2025-09-16 02:00:00,0.8591
2025-09-16 03:00:00,0.8596
2025-09-16 04:00:00,0.8593
2025-09-16 05:00:00,0.8635
2025-09-16 06:00:00,0.8629
2025-09-16 07:00:00,0.8659
2025-09-16 08:00:00,0.8711
2025-09-16 09:00:00,0.8698
2025-09-16 10:00:00,0.8686
2025-09-16 11:00:00,0.8701
2025-09-16 12:00:00,0.8711
2025-09-16 13:00:00,0.8669
2025-09-16 14:00:00,0.8649
2025-09-16 15:00:00,0.8705
2025-09-16 16:00:00,0.8696
2025-09-16 17:00:00,0.8767
2025-09-16 18:00:00,0.875
2025-09-16 19:00:00,0.8772
2025-09-16 20:00:00,0.877
2025-09-16 21:00:00,0.8821
2025-09-16 22:00:00,0.8826
2025-09-16 23:00:00,0.8803
2025-09-17 00:00:00,0.879
2025-09-17 01:00:00,0.8778
2025-09-17 02:00:00,0.879
2025-09-17 03:00:00,0.8739
2025-09-17 04:00:00,0.8696
2025-09-17 05:00:00,0.8784
2025-09-17 06:00:00,0.8815
2025-09-17 07:00:00,0.8823
2025-09-17 08:00:00,0.8767
2025-09-17 09:00:00,0.8719
2025-09-17 10:00:00,0.8715
2025-09-17 11:00:00,0.8718
2025-09-17 12:00:00,0.8715
2025-09-17 13:00:00,0.8706
2025-09-17 14:00:00,0.8649
2025-09-17 15:00:00,0.8683
2025-09-17 16:00:00,0.8713
2025-09-17 17:00:00,0.8641
2025-09-17 18:00:00,0.867
2025-09-17 19:00:00,0.8827
2025-09-17 20:00:00,0.8806
2025-09-17 21:00:00,0.8907
2025-09-17 22:00:00,0.9099
2025-09-17 23:00:00,0.9138
2025-09-18 00:00:00,0.9089
2025-09-18 01:00:00,0.9153
2025-09-18 02:00:00,0.9166
2025-09-18 03:00:00,0.9178
2025-09-18 04:00:00,0.9144
2025-09-18 05:00:00,0.9093
2025-09-18 06:00:00,0.9037
2025-09-18 07:00:00,0.9082
2025-09-18 08:00:00,0.92
2025-09-18 09:00:00,0.9181
2025-09-18 10:00:00,0.9132
2025-09-18 11:00:00,0.9136
2025-09-18 12:00:00,0.9137
2025-09-18 13:00:00,0.9149
2025-09-18 14:00:00,0.923
2025-09-18 15:00:00,0.9271
2025-09-18 16:00:00,0.9249
2025-09-18 17:00:00,0.9316
2025-09-18 18:00:00,0.9377
2025-09-18 19:00:00,0.93
2025-09-18 20:00:00,0.9304
