variant,horizon_bars,y_true,y_pred
thetaBiquatBasis,4,115792.84,112894.70569950738
raw,4,115650.17,115268.95
thetaBiquatBasis,4,115650.17,112954.09126655872
raw,4,115493.17,115602.3
thetaBiquatBasis,4,115493.17,112881.90896518299
raw,4,115456.3,115700.05
thetaBiquatBasis,4,115456.3,112885.48091597302
raw,4,115713.37,115792.84
thetaBiquatBasis,4,115713.37,112871.40918641107
raw,4,115635.94,115650.17
thetaBiquatBasis,4,115635.94,112872.81673754888
raw,4,115632.35,115493.17
thetaBiquatBasis,4,115632.35,112995.83309331379
raw,4,115621.78,115456.3
thetaBiquatBasis,4,115621.78,113063.23394188673
raw,4,115700.0,115713.37
thetaBiquatBasis,4,115700.0,112935.13238665118
raw,4,115741.08,115635.94
thetaBiquatBasis,4,115741.08,112982.53132151681
raw,4,115583.04,115632.35
thetaBiquatBasis,4,115583.04,113109.77808636741
raw,4,115559.62,115621.78
thetaBiquatBasis,4,115559.62,113030.24357782996
raw,4,115507.19,115700.0
thetaBiquatBasis,4,115507.19,113065.63739017627
raw,4,115347.94,115741.08
thetaBiquatBasis,4,115347.94,113089.66498962624
raw,4,115388.11,115583.04
thetaBiquatBasis,4,115388.11,113024.27886176688
raw,4,115185.68,115559.62
thetaBiquatBasis,4,115185.68,113051.04311025114
raw,4,115166.0,115507.19
thetaBiquatBasis,4,115166.0,113034.37519299274
raw,4,115226.15,115347.94
thetaBiquatBasis,4,115226.15,113031.09704189045
raw,4,115209.22,115388.11
thetaBiquatBasis,4,115209.22,113151.53674639219
raw,4,115165.99,115185.68
thetaBiquatBasis,4,115165.99,113203.98570171226
raw,4,114959.03,115166.0
thetaBiquatBasis,4,114959.03,113100.46884788669
raw,4,114675.12,115226.15
thetaBiquatBasis,4,114675.12,113156.531615211
raw,4,114565.07,115209.22
thetaBiquatBasis,4,114565.07,113316.59592176747
raw,4,114519.44,115165.99
thetaBiquatBasis,4,114519.44,113260.1889746191
raw,4,114274.57,114959.03
thetaBiquatBasis,4,114274.57,113300.24374422741
raw,4,114093.98,114675.12
thetaBiquatBasis,4,114093.98,113333.59701772046
raw,4,114013.98,114565.07
thetaBiquatBasis,4,114013.98,113265.87281333804
raw,4,113860.51,114519.44
thetaBiquatBasis,4,113860.51,113262.41855892725
raw,4,113647.05,114274.57
thetaBiquatBasis,4,113647.05,113222.1568943949
raw,4,113500.82,114093.98
thetaBiquatBasis,4,113500.82,113213.84066745629
raw,4,113329.53,114013.98
thetaBiquatBasis,4,113329.53,113326.58371888095
raw,4,113497.22,113860.51
thetaBiquatBasis,4,113497.22,113368.3317432404
raw,4,113500.0,113647.05
thetaBiquatBasis,4,113500.0,113259.65156056243
raw,4,113430.01,113500.82
thetaBiquatBasis,4,113430.01,113314.44809991325
raw,4,113495.9,113329.53
thetaBiquatBasis,4,113495.9,113448.99816743066
raw,4,113181.64,113497.22
thetaBiquatBasis,4,113181.64,113372.93411318026
raw,4,113062.09,113500.0
thetaBiquatBasis,4,113062.09,113418.89598187877
raw,4,113517.56,113430.01
thetaBiquatBasis,4,113517.56,113436.45070191333
raw,4,113031.91,113495.9
thetaBiquatBasis,4,113031.91,113363.96698145787
raw,4,112492.48,113181.64
thetaBiquatBasis,4,112492.48,113341.65563449607
raw,4,112493.11,113062.09
thetaBiquatBasis,4,112493.11,113294.69491835593
raw,4,112552.85,113517.56
thetaBiquatBasis,4,112552.85,113278.93822133314
raw,4,112282.32,113031.91
thetaBiquatBasis,4,112282.32,113392.94410995499
raw,4,111837.38,112492.48
thetaBiquatBasis,4,111837.38,113409.42076394189
raw,4,111987.38,112493.11
thetaBiquatBasis,4,111987.38,113317.0519844852
raw,4,111948.01,112552.85
thetaBiquatBasis,4,111948.01,113367.77469369349
raw,4,112079.14,112282.32
thetaBiquatBasis,4,112079.14,113493.28476563338
raw,4,111668.97,111837.38
thetaBiquatBasis,4,111668.97,113427.69211109239
raw,4,111724.41,111987.38
thetaBiquatBasis,4,111724.41,113466.54782332598
raw,4,111884.76,111948.01
thetaBiquatBasis,4,111884.76,113474.27111995788
raw,4,111973.1,112079.14
thetaBiquatBasis,4,111973.1,113426.42350275253
raw,4,112081.87,111668.97
thetaBiquatBasis,4,112081.87,113388.91743486357
raw,4,111803.33,111724.41
thetaBiquatBasis,4,111803.33,113314.79535280072
raw,4,111774.34,111884.76
thetaBiquatBasis,4,111774.34,113302.80197752042
raw,4,111767.91,111973.1
thetaBiquatBasis,4,111767.91,113405.81406856042
raw,4,111513.94,112081.87
thetaBiquatBasis,4,111513.94,113413.1069322179
raw,4,111287.89,111803.33
thetaBiquatBasis,4,111287.89,113312.17246734425
raw,4,110951.89,111774.34
thetaBiquatBasis,4,110951.89,113377.0213334019
raw,4,110378.14,111767.91
thetaBiquatBasis,4,110378.14,113487.97050155309
raw,4,110377.22,111513.94
thetaBiquatBasis,4,110377.22,113440.68492820267
raw,4,110623.58,111287.89
thetaBiquatBasis,4,110623.58,113473.80778478617
raw,4,111355.24,110951.89
thetaBiquatBasis,4,111355.24,113468.47254756629
raw,4,111480.83,110378.14
thetaBiquatBasis,4,111480.83,113418.22445723147
raw,4,111332.77,110377.22
thetaBiquatBasis,4,111332.77,113381.79410092463
raw,4,111313.98,110623.58
thetaBiquatBasis,4,111313.98,113316.31387726084
raw,4,111256.26,111355.24
thetaBiquatBasis,4,111256.26,113293.17147492568
raw,4,111248.91,111480.83
thetaBiquatBasis,4,111248.91,113400.02118285577
raw,4,110883.3,111332.77
thetaBiquatBasis,4,110883.3,113407.07927095535
raw,4,110803.28,111313.98
thetaBiquatBasis,4,110803.28,113292.89247575685
raw,4,110700.0,111256.26
thetaBiquatBasis,4,110700.0,113345.24136724655
raw,4,110753.65,111248.91
thetaBiquatBasis,4,110753.65,113458.5128961514
raw,4,110680.0,110883.3
thetaBiquatBasis,4,110680.0,113392.42737899616
raw,4,111014.38,110803.28
thetaBiquatBasis,4,111014.38,113441.2716316056
raw,4,111670.14,110700.0
thetaBiquatBasis,4,111670.14,113442.056874388
raw,4,111818.85,110753.65
thetaBiquatBasis,4,111818.85,113441.33436670496
raw,4,111824.12,110680.0
thetaBiquatBasis,4,111824.12,113422.82969157808
raw,4,111435.21,111014.38
thetaBiquatBasis,4,111435.21,113363.20519246242
raw,4,111199.62,111670.14
thetaBiquatBasis,4,111199.62,113344.0761238955
raw,4,111507.29,111818.85
thetaBiquatBasis,4,111507.29,113457.93866802959
raw,4,112137.51,111824.12
thetaBiquatBasis,4,112137.51,113428.31495089785
raw,4,112900.43,111435.21
thetaBiquatBasis,4,112900.43,113301.7863027929
raw,4,112509.99,111199.62
thetaBiquatBasis,4,112509.99,113340.94332175661
raw,4,112732.8,111507.29
thetaBiquatBasis,4,112732.8,113446.68535015211
raw,4,112756.86,112137.51
thetaBiquatBasis,4,112756.86,113384.08362385952
raw,4,112328.83,112900.43
thetaBiquatBasis,4,112328.83,113421.22792314328
raw,4,112751.66,112509.99
thetaBiquatBasis,4,112751.66,113440.68119652965
raw,4,112780.71,112732.8
thetaBiquatBasis,4,112780.71,113478.0771863185
raw,4,112686.89,112756.86
thetaBiquatBasis,4,112686.89,113464.20919782846
raw,4,112774.97,112328.83
thetaBiquatBasis,4,112774.97,113409.83895495617
raw,4,113260.71,112751.66
thetaBiquatBasis,4,113260.71,113381.73374860903
raw,4,113153.72,112780.71
thetaBiquatBasis,4,113153.72,113499.41105790908
raw,4,112849.06,112686.89
thetaBiquatBasis,4,112849.06,113503.66581894214
raw,4,112861.36,112774.97
thetaBiquatBasis,4,112861.36,113415.84234599385
raw,4,113176.0,113260.71
thetaBiquatBasis,4,113176.0,113496.12831320538
raw,4,113371.33,113153.72
thetaBiquatBasis,4,113371.33,113564.7580808178
raw,4,112104.75,112849.06
thetaBiquatBasis,4,112104.75,113515.94869964814
raw,4,112613.7,112861.36
thetaBiquatBasis,4,112613.7,113552.16492790877
raw,4,112559.99,113176.0
thetaBiquatBasis,4,112559.99,113552.59874396393
raw,4,112810.01,113371.33
thetaBiquatBasis,4,112810.01,113602.41802445223
raw,4,112874.97,112104.75
thetaBiquatBasis,4,112874.97,113575.31721839457
raw,4,112992.87,112613.7
thetaBiquatBasis,4,112992.87,113526.17410196472
raw,4,112746.13,112559.99
thetaBiquatBasis,4,112746.13,113508.2074482746
raw,4,112981.35,112810.01
thetaBiquatBasis,4,112981.35,113620.95423801875
raw,4,113093.39,112874.97
thetaBiquatBasis,4,113093.39,113608.1124083306
raw,4,113128.7,112992.87
thetaBiquatBasis,4,113128.7,113506.04991585361
raw,4,113440.01,112746.13
thetaBiquatBasis,4,113440.01,113600.19296689118
raw,4,113184.64,112981.35
thetaBiquatBasis,4,113184.64,113664.79798330434
raw,4,112943.79,113093.39
thetaBiquatBasis,4,112943.79,113622.6128691687
raw,4,113211.87,113128.7
thetaBiquatBasis,4,113211.87,113580.93452125313
raw,4,113445.13,113440.01
thetaBiquatBasis,4,113445.13,113604.44778168724
raw,4,113426.01,113184.64
thetaBiquatBasis,4,113426.01,113662.57227145923
raw,4,113266.49,112943.79
thetaBiquatBasis,4,113266.49,113633.70243772131
raw,4,113028.14,113211.87
thetaBiquatBasis,4,113028.14,113589.78501821452
raw,4,112792.35,113445.13
thetaBiquatBasis,4,112792.35,113569.75454929515
raw,4,112827.59,113426.01
thetaBiquatBasis,4,112827.59,113664.29660553101
raw,4,112937.72,113266.49
thetaBiquatBasis,4,112937.72,113658.0042917706
raw,4,112993.86,113028.14
thetaBiquatBasis,4,112993.86,113570.95844449288
raw,4,112726.98,112792.35
thetaBiquatBasis,4,112726.98,113668.89243119695
raw,4,112482.06,112827.59
thetaBiquatBasis,4,112482.06,113753.30834539677
raw,4,112511.47,112937.72
thetaBiquatBasis,4,112511.47,113697.291358826
raw,4,112738.17,112993.86
thetaBiquatBasis,4,112738.17,113645.6535047969
raw,4,112955.48,112726.98
thetaBiquatBasis,4,112955.48,113684.76528613572
raw,4,113568.96,112482.06
thetaBiquatBasis,4,113568.96,113754.52880330393
raw,4,113030.64,112511.47
thetaBiquatBasis,4,113030.64,113712.9366349471
raw,4,112809.94,112738.17
thetaBiquatBasis,4,112809.94,113669.14111460387
raw,4,112486.44,112955.48
thetaBiquatBasis,4,112486.44,113651.52776710586
raw,4,112260.0,113568.96
thetaBiquatBasis,4,112260.0,113740.09793393585
raw,4,112019.99,113030.64
thetaBiquatBasis,4,112019.99,113726.50897549762
raw,4,112024.29,112809.94
thetaBiquatBasis,4,112024.29,113633.6902855553
raw,4,112019.1,112486.44
thetaBiquatBasis,4,112019.1,113723.97906306056
raw,4,112180.14,112260.0
thetaBiquatBasis,4,112180.14,113795.01022898234
raw,4,112206.73,112019.99
thetaBiquatBasis,4,112206.73,113738.62800789012
raw,4,112344.81,112024.29
thetaBiquatBasis,4,112344.81,113689.78585804174
raw,4,112487.1,112019.1
thetaBiquatBasis,4,112487.1,113736.50475599202
raw,4,112309.89,112180.14
thetaBiquatBasis,4,112309.89,113806.5144532141
raw,4,112550.9,112206.73
thetaBiquatBasis,4,112550.9,113800.02979032407
raw,4,112431.95,112344.81
thetaBiquatBasis,4,112431.95,113718.93341722905
raw,4,112229.93,112487.1
thetaBiquatBasis,4,112229.93,113697.3172262377
raw,4,111944.0,112309.89
thetaBiquatBasis,4,111944.0,113756.85793661696
raw,4,112320.27,112550.9
thetaBiquatBasis,4,112320.27,113738.66898389722
raw,4,112460.47,112431.95
thetaBiquatBasis,4,112460.47,113642.33695854736
raw,4,112489.33,112229.93
thetaBiquatBasis,4,112489.33,113735.15477163439
raw,4,112349.24,111944.0
thetaBiquatBasis,4,112349.24,113799.3231066582
raw,4,112434.83,112320.27
thetaBiquatBasis,4,112434.83,113762.58417366407
raw,4,112584.5,112460.47
thetaBiquatBasis,4,112584.5,113708.28203710377
raw,4,112921.42,112489.33
thetaBiquatBasis,4,112921.42,113786.37561221357
raw,4,113124.97,112349.24
thetaBiquatBasis,4,113124.97,113857.49580917734
raw,4,113225.87,112434.83
thetaBiquatBasis,4,113225.87,113839.48831992873
raw,4,112944.85,112584.5
thetaBiquatBasis,4,112944.85,113773.75330541485
raw,4,112959.33,112921.42
thetaBiquatBasis,4,112959.33,113701.78629436088
raw,4,112600.0,113124.97
thetaBiquatBasis,4,112600.0,113709.78189203957
raw,4,112550.31,113225.87
thetaBiquatBasis,4,112550.31,113680.31250243503
raw,4,112564.01,112944.85
thetaBiquatBasis,4,112564.01,113625.60462969702
raw,4,112579.69,112959.33
thetaBiquatBasis,4,112579.69,113700.02487435659
raw,4,112397.99,112600.0
thetaBiquatBasis,4,112397.99,113732.14807000957
raw,4,112332.16,112550.31
thetaBiquatBasis,4,112332.16,113700.65382753924
raw,4,112266.71,112564.01
thetaBiquatBasis,4,112266.71,113622.17600630056
raw,4,112269.65,112579.69
thetaBiquatBasis,4,112269.65,113715.6685701326
raw,4,112049.37,112397.99
thetaBiquatBasis,4,112049.37,113791.03259160512
raw,4,112099.65,112332.16
thetaBiquatBasis,4,112099.65,113781.77601831077
raw,4,111905.73,112266.71
thetaBiquatBasis,4,111905.73,113720.9833503108
raw,4,111992.58,112269.65
thetaBiquatBasis,4,111992.58,113661.06536119246
raw,4,111469.76,112049.37
thetaBiquatBasis,4,111469.76,113658.00667986932
raw,4,111605.35,112099.65
thetaBiquatBasis,4,111605.35,113618.68493965876
raw,4,111711.25,111905.73
thetaBiquatBasis,4,111711.25,113574.58082947074
raw,4,111469.37,111992.58
thetaBiquatBasis,4,111469.37,113637.40966171958
raw,4,111431.55,111469.76
thetaBiquatBasis,4,111431.55,113647.97672513351
raw,4,111337.73,111605.35
thetaBiquatBasis,4,111337.73,113610.55869450458
raw,4,111389.0,111711.25
thetaBiquatBasis,4,111389.0,113534.33179955516
raw,4,112032.33,111469.37
thetaBiquatBasis,4,112032.33,113616.83198376192
raw,4,111918.76,111431.55
thetaBiquatBasis,4,111918.76,113679.96080639637
raw,4,111300.73,111337.73
thetaBiquatBasis,4,111300.73,113630.27528431607
raw,4,111059.76,111389.0
thetaBiquatBasis,4,111059.76,113577.85588199669
raw,4,110838.61,112032.33
thetaBiquatBasis,4,110838.61,113517.14932052421
raw,4,111188.48,111918.76
thetaBiquatBasis,4,111188.48,113497.59973295146
raw,4,110732.0,111300.73
thetaBiquatBasis,4,110732.0,113452.80990307039
raw,4,110798.01,111059.76
thetaBiquatBasis,4,110798.01,113430.89240540871
raw,4,110930.28,110838.61
thetaBiquatBasis,4,110930.28,113486.4188377101
raw,4,110971.33,111188.48
thetaBiquatBasis,4,110971.33,113462.01503039697
raw,4,110694.04,110732.0
thetaBiquatBasis,4,110694.04,113429.50221800005
raw,4,110748.0,110798.01
thetaBiquatBasis,4,110748.0,113341.3672360637
raw,4,110270.52,110930.28
thetaBiquatBasis,4,110270.52,113434.33695259024
raw,4,110404.11,110971.33
thetaBiquatBasis,4,110404.11,113543.77611410379
raw,4,110716.88,110694.04
thetaBiquatBasis,4,110716.88,113471.87112771346
raw,4,111186.78,110748.0
thetaBiquatBasis,4,111186.78,113403.45508549578
raw,4,110983.0,110270.52
thetaBiquatBasis,4,110983.0,113331.4809291193
raw,4,111213.71,110404.11
thetaBiquatBasis,4,111213.71,113288.04709761214
raw,4,111167.34,110716.88
thetaBiquatBasis,4,111167.34,113260.89817371257
raw,4,111444.76,111186.78
thetaBiquatBasis,4,111444.76,113221.16119647992
raw,4,111225.85,110983.0
thetaBiquatBasis,4,111225.85,113272.95095533192
raw,4,111496.02,111213.71
thetaBiquatBasis,4,111496.02,113259.64760313425
raw,4,111306.0,111167.34
thetaBiquatBasis,4,111306.0,113208.99437991425
raw,4,111271.73,111444.76
thetaBiquatBasis,4,111271.73,113104.36656010651
raw,4,111414.18,111225.85
thetaBiquatBasis,4,111414.18,113197.89342202031
raw,4,111060.54,111496.02
thetaBiquatBasis,4,111060.54,113302.94640669784
raw,4,111279.34,111306.0
thetaBiquatBasis,4,111279.34,113242.98663392063
raw,4,111109.76,111271.73
thetaBiquatBasis,4,111109.76,113184.11342505418
raw,4,110810.56,111414.18
thetaBiquatBasis,4,110810.56,113134.66254579727
raw,4,110976.22,111060.54
thetaBiquatBasis,4,110976.22,113074.32590810976
raw,4,111109.66,111279.34
thetaBiquatBasis,4,111109.66,113073.1173918471
raw,4,110854.19,111109.76
thetaBiquatBasis,4,110854.19,113045.10993705914
raw,4,111064.91,110810.56
thetaBiquatBasis,4,111064.91,113112.17203362373
raw,4,111167.75,110976.22
thetaBiquatBasis,4,111167.75,113092.87442963923
raw,4,111204.56,111109.66
thetaBiquatBasis,4,111204.56,113058.73544197333
raw,4,110667.97,110854.19
thetaBiquatBasis,4,110667.97,112946.73286079115
raw,4,110855.06,111064.91
thetaBiquatBasis,4,110855.06,113034.25452219334
raw,4,110880.0,111167.75
thetaBiquatBasis,4,110880.0,113144.57369766184
raw,4,110941.99,111204.56
thetaBiquatBasis,4,110941.99,113069.02062371452
raw,4,110763.28,110667.97
thetaBiquatBasis,4,110763.28,113026.83165578404
raw,4,110550.01,110855.06
thetaBiquatBasis,4,110550.01,112967.89794817672
raw,4,110784.75,110880.0
thetaBiquatBasis,4,110784.75,112885.29994612212
raw,4,110368.05,110941.99
thetaBiquatBasis,4,110368.05,112876.74760575147
raw,4,110431.27,110763.28
thetaBiquatBasis,4,110431.27,112859.72630713147
raw,4,111005.02,110550.01
thetaBiquatBasis,4,111005.02,112904.21846567506
raw,4,110893.3,110784.75
thetaBiquatBasis,4,110893.3,112886.45800349221
raw,4,111021.47,110368.05
thetaBiquatBasis,4,111021.47,112852.73328613616
raw,4,111299.99,110431.27
thetaBiquatBasis,4,111299.99,112745.5249607249
raw,4,111345.82,111005.02
thetaBiquatBasis,4,111345.82,112808.93573913287
raw,4,111400.0,110893.3
thetaBiquatBasis,4,111400.0,112931.92343394383
raw,4,111344.46,111021.47
thetaBiquatBasis,4,111344.46,112858.98749125045
raw,4,111510.43,111299.99
thetaBiquatBasis,4,111510.43,112823.4928117723
raw,4,111493.0,111345.82
thetaBiquatBasis,4,111493.0,112754.04340937333
raw,4,111730.04,111400.0
thetaBiquatBasis,4,111730.04,112682.85585260743
raw,4,111564.23,111344.46
thetaBiquatBasis,4,111564.23,112678.4025559962
raw,4,111329.48,111510.43
thetaBiquatBasis,4,111329.48,112633.77277347053
raw,4,111594.02,111493.0
thetaBiquatBasis,4,111594.02,112680.61064599868
raw,4,111550.57,111730.04
thetaBiquatBasis,4,111550.57,112696.86151445674
raw,4,110998.34,111564.23
thetaBiquatBasis,4,110998.34,112662.66729335915
raw,4,110966.03,111329.48
thetaBiquatBasis,4,110966.03,112565.86040139863
raw,4,111116.3,111594.02
thetaBiquatBasis,4,111116.3,112641.76307269456
raw,4,111054.72,111550.57
thetaBiquatBasis,4,111054.72,112779.34358640495
raw,4,111360.01,110998.34
thetaBiquatBasis,4,111360.01,112752.16227098176
raw,4,110951.14,110966.03
thetaBiquatBasis,4,110951.14,112693.12197240588
raw,4,110938.47,111116.3
thetaBiquatBasis,4,110938.47,112626.92113819647
raw,4,111316.46,111054.72
thetaBiquatBasis,4,111316.46,112545.52025621434
raw,4,111348.56,111360.01
thetaBiquatBasis,4,111348.56,112553.45596807619
raw,4,111666.83,110951.14
thetaBiquatBasis,4,111666.83,112492.95576800087
raw,4,111402.58,110938.47
thetaBiquatBasis,4,111402.58,112533.81178020552
raw,4,110771.28,111316.46
thetaBiquatBasis,4,110771.28,112564.57401664599
raw,4,110910.32,111348.56
thetaBiquatBasis,4,110910.32,112529.56595339348
raw,4,110584.2,111666.83
thetaBiquatBasis,4,110584.2,112377.58825177408
raw,4,110656.0,111402.58
thetaBiquatBasis,4,110656.0,112433.20337222854
raw,4,110551.89,110771.28
thetaBiquatBasis,4,110551.89,112596.05951352135
raw,4,110720.0,110910.32
thetaBiquatBasis,4,110720.0,112596.74528529664
raw,4,110817.5,110584.2
thetaBiquatBasis,4,110817.5,112541.36069471505
raw,4,110841.34,110656.0
thetaBiquatBasis,4,110841.34,112479.99317319712
raw,4,110680.1,110551.89
thetaBiquatBasis,4,110680.1,112379.81376968301
raw,4,111230.0,110720.0
thetaBiquatBasis,4,111230.0,112413.31747204749
raw,4,111146.31,110817.5
thetaBiquatBasis,4,111146.31,112358.37060761653
raw,4,111375.83,110841.34
thetaBiquatBasis,4,111375.83,112407.84661041657
raw,4,111353.56,110680.1
thetaBiquatBasis,4,111353.56,112397.42133380704
raw,4,111437.22,111230.0
thetaBiquatBasis,4,111437.22,112354.04283141973
raw,4,111469.63,111146.31
thetaBiquatBasis,4,111469.63,112211.79316879765
raw,4,111422.96,111375.83
thetaBiquatBasis,4,111422.96,112238.67788805853
raw,4,111112.14,111353.56
thetaBiquatBasis,4,111112.14,112409.43260394756
raw,4,111152.07,111437.22
thetaBiquatBasis,4,111152.07,112406.54980162902
raw,4,111404.72,111469.63
thetaBiquatBasis,4,111404.72,112363.3432499723
raw,4,111535.16,111422.96
thetaBiquatBasis,4,111535.16,112278.8958091157
raw,4,111419.94,111112.14
thetaBiquatBasis,4,111419.94,112193.6239850575
raw,4,111526.07,111152.07
thetaBiquatBasis,4,111526.07,112195.3034859811
raw,4,111519.07,111404.72
thetaBiquatBasis,4,111519.07,112169.081778366
raw,4,111300.96,111535.16
thetaBiquatBasis,4,111300.96,112216.6887285561
raw,4,111141.36,111419.94
thetaBiquatBasis,4,111141.36,112212.03486953067
raw,4,111319.42,111526.07
thetaBiquatBasis,4,111319.42,112151.72211387317
raw,4,110860.0,111519.07
thetaBiquatBasis,4,110860.0,112008.80151587073
raw,4,110227.08,111300.96
thetaBiquatBasis,4,110227.08,112032.81097411734
raw,4,110343.41,111141.36
thetaBiquatBasis,4,110343.41,112208.13710899616
raw,4,111352.01,111319.42
thetaBiquatBasis,4,111352.01,112197.92957038198
raw,4,110529.34,110860.0
thetaBiquatBasis,4,110529.34,112158.38013997028
raw,4,110587.95,110227.08
thetaBiquatBasis,4,110587.95,112073.72220595463
raw,4,110044.97,110343.41
thetaBiquatBasis,4,110044.97,111998.34893466058
raw,4,109240.7,111352.01
thetaBiquatBasis,4,109240.7,111994.7127214542
raw,4,108549.21,110529.34
thetaBiquatBasis,4,108549.21,111974.04811483843
raw,4,108563.87,110587.95
thetaBiquatBasis,4,108563.87,112017.59698878658
raw,4,108133.98,110044.97
thetaBiquatBasis,4,108133.98,112000.60082598138
raw,4,108084.0,109240.7
thetaBiquatBasis,4,108084.0,111940.21372647509
raw,4,109232.43,108549.21
thetaBiquatBasis,4,109232.43,111806.88738541445
raw,4,108490.59,108563.87
thetaBiquatBasis,4,108490.59,111811.51640615186
raw,4,108817.74,108133.98
thetaBiquatBasis,4,108817.74,111964.28686720275
raw,4,108533.63,108084.0
thetaBiquatBasis,4,108533.63,111957.70595900109
raw,4,108276.7,109232.43
thetaBiquatBasis,4,108276.7,111975.82446214672
raw,4,107897.12,108490.59
thetaBiquatBasis,4,107897.12,111852.92900497699
raw,4,107865.79,108817.74
thetaBiquatBasis,4,107865.79,111777.48238152091
raw,4,108458.19,108533.63
thetaBiquatBasis,4,108458.19,111748.79626402428
raw,4,108656.19,108276.7
thetaBiquatBasis,4,108656.19,111691.89171064366
raw,4,108055.68,107897.12
thetaBiquatBasis,4,108055.68,111712.36778649631
raw,4,107925.43,107865.79
thetaBiquatBasis,4,107925.43,111709.58918985358
raw,4,107979.99,108458.19
thetaBiquatBasis,4,107979.99,111633.97166034998
raw,4,108197.66,108656.19
thetaBiquatBasis,4,108197.66,111500.43817417673
raw,4,108079.95,108055.68
thetaBiquatBasis,4,108079.95,111571.41462537198
raw,4,107973.06,107925.43
thetaBiquatBasis,4,107973.06,111697.45901207428
raw,4,107796.37,107979.99
thetaBiquatBasis,4,107796.37,111710.26616510488
raw,4,107838.01,108197.66
thetaBiquatBasis,4,107838.01,111722.16371838268
raw,4,108130.97,108079.95
thetaBiquatBasis,4,108130.97,111597.19826952898
raw,4,108107.99,107973.06
thetaBiquatBasis,4,108107.99,111510.63977881655
raw,4,108283.63,107796.37
thetaBiquatBasis,4,108283.63,111488.61842313498
raw,4,108443.7,107838.01
thetaBiquatBasis,4,108443.7,111451.93809935398
raw,4,108095.01,108130.97
thetaBiquatBasis,4,108095.01,111481.71034333459
raw,4,107970.39,108107.99
thetaBiquatBasis,4,107970.39,111453.66896234974
raw,4,107933.1,108283.63
thetaBiquatBasis,4,107933.1,111368.71146350692
raw,4,107798.85,108443.7
thetaBiquatBasis,4,107798.85,111252.74079690731
raw,4,107982.21,108095.01
thetaBiquatBasis,4,107982.21,111339.77530413793
raw,4,108313.68,107970.39
thetaBiquatBasis,4,108313.68,111438.52549189114
raw,4,108027.48,107933.1
thetaBiquatBasis,4,108027.48,111469.36879407967
raw,4,108194.28,107798.85
thetaBiquatBasis,4,108194.28,111498.53962671045
raw,4,108243.47,107982.21
thetaBiquatBasis,4,108243.47,111375.5270375327
raw,4,108499.99,108313.68
thetaBiquatBasis,4,108499.99,111300.07426018312
raw,4,108673.72,108027.48
thetaBiquatBasis,4,108673.72,111289.84097771352
raw,4,108800.0,108194.28
thetaBiquatBasis,4,108800.0,111282.71199133768
raw,4,108980.45,108243.47
thetaBiquatBasis,4,108980.45,111312.963793704
raw,4,108824.04,108499.99
thetaBiquatBasis,4,108824.04,111270.19294321124
raw,4,108693.19,108673.72
thetaBiquatBasis,4,108693.19,111173.05691458436
raw,4,108839.84,108800.0
thetaBiquatBasis,4,108839.84,111074.84237785
raw,4,108502.8,108980.45
thetaBiquatBasis,4,108502.8,111152.84407284981
raw,4,108425.56,108824.04
thetaBiquatBasis,4,108425.56,111252.68999553332
raw,4,108732.85,108693.19
thetaBiquatBasis,4,108732.85,111295.11088052558
raw,4,108972.97,108839.84
thetaBiquatBasis,4,108972.97,111305.47368672027
raw,4,109047.49,108502.8
thetaBiquatBasis,4,109047.49,111203.66769207087
raw,4,109037.76,108425.56
thetaBiquatBasis,4,109037.76,111131.93778043031
raw,4,108910.45,108732.85
thetaBiquatBasis,4,108910.45,111134.22591608716
raw,4,109176.74,108972.97
thetaBiquatBasis,4,109176.74,111147.46354093029
raw,4,109094.09,109047.49
thetaBiquatBasis,4,109094.09,111194.49293341642
raw,4,108966.35,109037.76
thetaBiquatBasis,4,108966.35,111176.31489410673
raw,4,108910.46,108910.45
thetaBiquatBasis,4,108910.46,111099.05216693255
raw,4,108787.26,109176.74
thetaBiquatBasis,4,108787.26,110994.65050601645
raw,4,108813.73,109094.09
thetaBiquatBasis,4,108813.73,111067.90410524211
raw,4,108832.1,108966.35
thetaBiquatBasis,4,108832.1,111116.85969149572
raw,4,108553.4,108910.46
thetaBiquatBasis,4,108553.4,111149.62204064778
raw,4,108381.76,108787.26
thetaBiquatBasis,4,108381.76,111181.66811851392
raw,4,108329.53,108813.73
thetaBiquatBasis,4,108329.53,111092.19116010824
raw,4,107820.02,108832.1
thetaBiquatBasis,4,107820.02,111026.75838668094
raw,4,107020.0,108553.4
thetaBiquatBasis,4,107020.0,111028.93318871714
raw,4,106741.28,108381.76
thetaBiquatBasis,4,106741.28,111053.51838247749
raw,4,106245.38,108329.53
thetaBiquatBasis,4,106245.38,111117.03868553543
raw,4,106297.6,107820.02
thetaBiquatBasis,4,106297.6,111099.84302256047
raw,4,105759.73,107020.0
thetaBiquatBasis,4,105759.73,111013.9426910977
raw,4,105633.75,106741.28
thetaBiquatBasis,4,105633.75,110910.38672958151
raw,4,105146.19,106245.38
thetaBiquatBasis,4,105146.19,110961.8508315543
raw,4,105173.59,106297.6
thetaBiquatBasis,4,105173.59,110980.84028670719
raw,4,105080.01,105759.73
thetaBiquatBasis,4,105080.01,111007.39597321261
raw,4,104884.38,105633.75
thetaBiquatBasis,4,104884.38,111025.9196908414
raw,4,105243.99,105146.19
