variant,horizon_bars,y_true,y_pred
thetaBiquatBasis,4,105243.99,110946.78888002405
raw,4,105103.88,105173.59
thetaBiquatBasis,4,105103.88,110890.08747050852
raw,4,105077.18,105080.01
thetaBiquatBasis,4,105077.18,110853.3490097922
raw,4,104531.35,104884.38
thetaBiquatBasis,4,104531.35,110809.82765103238
raw,4,104638.87,105243.99
thetaBiquatBasis,4,104638.87,110823.74615255589
raw,4,104014.6,105103.88
thetaBiquatBasis,4,104014.6,110801.52855922666
raw,4,104410.43,105077.18
thetaBiquatBasis,4,104410.43,110707.50489972142
raw,4,104751.99,104531.35
thetaBiquatBasis,4,104751.99,110577.1904533628
raw,4,105816.0,104638.87
thetaBiquatBasis,4,105816.0,110643.0378198988
raw,4,106257.17,104014.6
thetaBiquatBasis,4,106257.17,110618.6754613418
raw,4,105868.1,104410.43
thetaBiquatBasis,4,105868.1,110645.15251219683
raw,4,105683.72,104751.99
thetaBiquatBasis,4,105683.72,110663.68767345836
raw,4,105743.37,105816.0
thetaBiquatBasis,4,105743.37,110571.04686636754
raw,4,105600.74,106257.17
thetaBiquatBasis,4,105600.74,110508.33929442917
raw,4,105637.74,105868.1
thetaBiquatBasis,4,105637.74,110470.0237061347
raw,4,105350.4,105683.72
thetaBiquatBasis,4,105350.4,110439.73850940468
raw,4,104916.82,105743.37
thetaBiquatBasis,4,104916.82,110427.07947333726
raw,4,105505.06,105600.74
thetaBiquatBasis,4,105505.06,110394.99903631237
raw,4,105326.67,105637.74
thetaBiquatBasis,4,105326.67,110261.94692121842
raw,4,105835.63,105350.4
thetaBiquatBasis,4,105835.63,110210.79462460912
raw,4,105419.59,104916.82
thetaBiquatBasis,4,105419.59,110268.6710820625
raw,4,105066.2,105505.06
thetaBiquatBasis,4,105066.2,110297.53337207827
raw,4,105206.37,105326.67
thetaBiquatBasis,4,105206.37,110333.11278174099
raw,4,105163.42,105835.63
thetaBiquatBasis,4,105163.42,110330.02750414578
raw,4,105481.75,105419.59
thetaBiquatBasis,4,105481.75,110222.99245854048
raw,4,106091.31,105066.2
thetaBiquatBasis,4,106091.31,110174.87486972421
raw,4,106114.82,105206.37
thetaBiquatBasis,4,106114.82,110118.5664681851
raw,4,106803.53,105163.42
thetaBiquatBasis,4,106803.53,110084.7079247784
raw,4,106972.04,105481.75
thetaBiquatBasis,4,106972.04,110056.68461944765
raw,4,106792.6,106091.31
thetaBiquatBasis,4,106792.6,109989.13333936357
raw,4,106609.31,106114.82
thetaBiquatBasis,4,106609.31,109896.25299843683
raw,4,106372.34,106803.53
thetaBiquatBasis,4,106372.34,109848.07500089408
raw,4,106647.25,106972.04
thetaBiquatBasis,4,106647.25,109917.42191268469
raw,4,106218.58,106792.6
thetaBiquatBasis,4,106218.58,109915.36523077068
raw,4,106353.05,106609.31
thetaBiquatBasis,4,106353.05,109935.0270914121
raw,4,106453.27,106372.34
thetaBiquatBasis,4,106453.27,109946.21271657413
raw,4,106589.09,106647.25
thetaBiquatBasis,4,106589.09,109848.48242137965
raw,4,106888.93,106218.58
thetaBiquatBasis,4,106888.93,109826.75144541459
raw,4,106722.68,106353.05
thetaBiquatBasis,4,106722.68,109797.79154044534
raw,4,106647.11,106453.27
thetaBiquatBasis,4,106647.11,109759.80827842277
raw,4,106767.46,106589.09
thetaBiquatBasis,4,106767.46,109761.90726699514
raw,4,106596.79,106888.93
thetaBiquatBasis,4,106596.79,109715.08880867873
raw,4,106453.39,106722.68
thetaBiquatBasis,4,106453.39,109625.3265672368
raw,4,106454.72,106647.11
thetaBiquatBasis,4,106454.72,109567.02003107504
raw,4,106611.61,106767.46
thetaBiquatBasis,4,106611.61,109614.28748024837
raw,4,107027.92,106596.79
thetaBiquatBasis,4,107027.92,109614.97362047227
raw,4,106987.52,106453.39
thetaBiquatBasis,4,106987.52,109585.00942441166
raw,4,107021.37,106454.72
thetaBiquatBasis,4,107021.37,109628.2325946702
raw,4,107393.0,106611.61
thetaBiquatBasis,4,107393.0,109545.78417694406
raw,4,107419.99,107027.92
thetaBiquatBasis,4,107419.99,109545.92553631734
raw,4,107276.79,106987.52
thetaBiquatBasis,4,107276.79,109542.02652138907
raw,4,107301.4,107021.37
thetaBiquatBasis,4,107301.4,109507.55564073165
raw,4,107171.76,107393.0
thetaBiquatBasis,4,107171.76,109505.8513021199
raw,4,107140.34,107419.99
thetaBiquatBasis,4,107140.34,109465.01093139205
raw,4,106912.85,107276.79
thetaBiquatBasis,4,106912.85,109359.4530225255
raw,4,107000.1,107301.4
thetaBiquatBasis,4,107000.1,109293.05176887849
raw,4,106844.01,107171.76
thetaBiquatBasis,4,106844.01,109333.80733568865
raw,4,106593.97,107140.34
thetaBiquatBasis,4,106593.97,109335.18871526777
raw,4,106569.98,106912.85
thetaBiquatBasis,4,106569.98,109333.48730268294
raw,4,106431.68,107000.1
thetaBiquatBasis,4,106431.68,109363.31004646663
raw,4,106362.15,106844.01
thetaBiquatBasis,4,106362.15,109288.13780350122
raw,4,106591.36,106593.97
thetaBiquatBasis,4,106591.36,109315.59574491538
