timestamp,close,position_btc,equity,drawdown,target_exposure,action,bar_state,target_exposure_raw,target_exposure_final,delta_e,delta_e_min,suppressed,clamped_long_only
2024-04-30 03:00:00+00:00,63647.99,0.0,1000.0,0.0,0.0,HOLD,closed,0.0,0.0,0.0,0.031602793098166465,True,False
2024-04-30 04:00:00+00:00,63403.98,0.0,1000.0,0.0,0.0,HOLD,closed,0.0,0.0,0.0,0.0316034199127877,True,False
2024-04-30 05:00:00+00:00,63330.0,0.0,1000.0,0.0,0.0,HOLD,closed,0.0,0.0,0.0,0.031602793098166465,True,False
2024-04-30 06:00:00+00:00,63412.0,0.0,1000.0,0.0,0.0,HOLD,closed,0.0,0.0,0.0,0.03160256133377934,True,False
2024-04-30 07:00:00+00:00,63148.74,0.0,1000.0,0.0,0.0,HOLD,closed,0.0,0.0,0.0,0.03160304598833469,True,False
2024-04-30 08:00:00+00:00,61919.32,0.0,1000.0,0.0,0.0,HOLD,closed,0.0,0.0,0.0,0.031642837510812816,True,False
2024-04-30 09:00:00+00:00,61688.01,0.0,1000.0,0.0,0.0,HOLD,closed,0.0,0.0,0.0,0.031632092860756494,True,False
2024-04-30 10:00:00+00:00,61782.19,0.0,1000.0,0.0,0.0,HOLD,closed,0.0,0.0,0.0,0.03162532978141966,True,False
2024-04-30 11:00:00+00:00,61204.42,0.0,1000.0,0.0,0.0,HOLD,closed,0.0,0.0,0.0,0.0316342003602976,True,False
2024-04-30 12:00:00+00:00,61230.16,0.0,1000.0,0.0,0.0,HOLD,closed,0.0,0.0,0.0,0.03161369346663315,True,False
2024-04-30 13:00:00+00:00,60820.57,0.0,1000.0,0.0,8.75651076269652e-27,HOLD,closed,8.75651076269652e-27,0.0,8.75651076269652e-27,0.031606351899796936,True,False
2024-04-30 14:00:00+00:00,61247.87,0.0,1000.0,0.0,8.75651076269652e-27,HOLD,closed,8.75651076269652e-27,0.0,8.75651076269652e-27,0.031611030098805254,True,False
2024-04-30 15:00:00+00:00,60796.85,0.0,1000.0,0.0,8.75651076269652e-27,HOLD,closed,8.75651076269652e-27,0.0,8.75651076269652e-27,0.0316160263475517,True,False
2024-04-30 16:00:00+00:00,60336.68,0.0,1000.0,0.0,8.75651076269652e-27,HOLD,closed,8.75651076269652e-27,0.0,8.75651076269652e-27,0.03161984632035361,True,False
2024-04-30 17:00:00+00:00,60368.81,0.016573666300499133,1003.2425971739628,0.0,1.0,BUY,closed,1.0,1.0,1.0,0.031618353003214444,False,False
2024-04-30 18:00:00+00:00,60403.67,0.0,1001.2421978216951,-0.001993933828071803,8.75651076269652e-27,SELL,closed,8.75651076269652e-27,8.75651076269652e-27,0.9973002288091293,0.031616268159562894,False,False
2024-04-30 19:00:00+00:00,59292.95,0.0,1001.2421978216951,-0.001993933828071803,8.75651076269652e-27,HOLD,closed,8.75651076269652e-27,0.0,8.75651076269652e-27,0.03164891609054832,True,False
2024-04-30 20:00:00+00:00,59958.62,0.016886361663936356,1010.4799571737857,0.0,1.0,BUY,closed,1.0,1.0,1.0,0.03166093696214348,False,False
2024-04-30 21:00:00+00:00,60180.0,0.0,1013.2341654609045,0.0,8.75651076269652e-27,SELL,closed,8.75651076269652e-27,8.75651076269652e-27,1.0019749052998732,0.03166130198749062,False,False
2024-04-30 22:00:00+00:00,60589.79,0.0,1013.2341654609045,0.0,8.75651076269652e-27,HOLD,closed,8.75651076269652e-27,0.0,8.75651076269652e-27,0.03165734340906595,True,False
2024-04-30 23:00:00+00:00,60672.0,0.0,1013.2341654609045,0.0,8.75651076269652e-27,HOLD,closed,8.75651076269652e-27,0.0,8.75651076269652e-27,0.03165173226821144,True,False
2024-05-01 00:00:00+00:00,60240.57,0.0,1013.2341654609045,0.0,8.75651076269652e-27,HOLD,closed,8.75651076269652e-27,0.0,8.75651076269652e-27,0.03165471036291975,True,False
2024-05-01 01:00:00+00:00,60133.78,0.0,1013.2341654609045,0.0,8.75651076269652e-27,HOLD,closed,8.75651076269652e-27,0.0,8.75651076269652e-27,0.0316525290620156,True,False
2024-05-01 02:00:00+00:00,59927.99,0.0,1013.2341654609045,0.0,8.75651076269652e-27,HOLD,closed,8.75651076269652e-27,0.0,8.75651076269652e-27,0.031651405839157265,True,False
2024-05-01 03:00:00+00:00,60246.03,0.0,1013.2341654609045,0.0,8.75651076269652e-27,HOLD,closed,8.75651076269652e-27,0.0,8.75651076269652e-27,0.031652178970602074,True,False
2024-05-01 04:00:00+00:00,60283.99,0.0,1013.2341654609045,0.0,8.75651076269652e-27,HOLD,closed,8.75651076269652e-27,0.0,8.75651076269652e-27,0.0316494843370613,True,False
2024-05-01 05:00:00+00:00,60050.0,0.0,1013.2341654609045,0.0,8.75651076269652e-27,HOLD,closed,8.75651076269652e-27,0.0,8.75651076269652e-27,0.03165016420949138,True,False
2024-05-01 06:00:00+00:00,59529.94,0.0,1013.2341654609045,0.0,8.75651076269652e-27,HOLD,closed,8.75651076269652e-27,0.0,8.75651076269652e-27,0.03165679056736928,True,False
2024-05-01 07:00:00+00:00,57499.99,0.017020580996065248,981.4949090416279,-0.031324700154419745,1.0,BUY,closed,1.0,1.0,1.0,0.031776696213564465,False,False
