timestamp,side,price,qty,fee,slippage,notional,bar_close,target_exposure_raw,target_exposure_final,delta_e,delta_e_min,suppressed,clamped_long_only
2024-04-30 17:00:00+00:00,buy,60113.049402543154,0.016573666300499133,0.996293621103169,0.0,996.293621103169,60368.81,1.0,1.0,1.0,0.031618353003214444,False,False
2024-04-30 18:00:00+00:00,sell,60338.635590000005,0.016573666300499133,1.0000324112960808,0.500266338817356,1000.0324112960807,60403.67,8.75651076269652e-27,8.75651076269652e-27,0.9973002288091293,0.031616268159562894,False,False
2024-04-30 20:00:00+00:00,buy,59322.59647499999,0.016886361663936356,1.001742818920606,0.5006210989107479,1001.7428189206058,59958.62,1.0,1.0,1.0,0.03166093696214348,False,False
2024-04-30 21:00:00+00:00,sell,60181.904433085,0.016886361663936356,1.016253403881528,0.0,1016.253403881528,60180.0,8.75651076269652e-27,8.75651076269652e-27,1.0019749052998732,0.03166130198749062,False,False
2024-05-01 07:00:00+00:00,buy,59305.44207863196,0.017020580996065248,1.0094130804068115,0.0,1009.4130804068114,57499.99,1.0,1.0,1.0,0.031776696213564465,False,False
2024-05-01 08:00:00+00:00,sell,57471.25,9.777509754452587e-05,0.0056192570747558325,0.002811034054405119,5.619257074755833,57169.69,1.0,0.9971188136759663,0.002881186324033669,0.031755968662462886,True,False
2024-05-01 10:00:00+00:00,buy,56900.94925435424,0.0001934983596979349,0.011010240345972979,0.0,11.010240345972978,57768.68,1.0,0.991458177599237,0.008541822400762955,0.03174532385978043,True,False
2024-05-01 11:00:00+00:00,sell,57739.79566,0.017116304258218657,0.9882919103239332,0.49439315173778214,988.2919103239332,57898.47,8.75651076269652e-27,8.75651076269652e-27,1.002629226997269,0.031728248008545484,False,False
2024-05-01 14:00:00+00:00,buy,57329.940644999995,0.017176061366731277,0.9847025786695817,0.49210523671633394,984.7025786695816,57482.0,1.0,1.0,1.0,0.03171971221150466,False,False
2024-05-01 15:00:00+00:00,sell,57453.268995000006,0.017176061366731277,0.9868208739774396,0.49365726562146556,986.8208739774395,56886.0,8.75651076269652e-27,8.75651076269652e-27,1.0020191732757175,0.031715806838856914,False,False
2024-05-01 16:00:00+00:00,buy,56914.443,0.01728670468631541,0.9838631685271313,0.49168574139285715,983.8631685271313,57043.99,1.0,1.0,1.0,0.031715056795005664,False,False
2024-05-01 17:00:00+00:00,sell,57257.76650770649,0.01728670468631541,0.9897981006167234,0.0,989.7981006167233,57424.65,8.75651076269652e-27,8.75651076269652e-27,1.0019856701458738,0.03171852674016323,False,False
2024-05-01 20:00:00+00:00,buy,56982.937229999996,0.017326844427368707,0.9873344883987263,0.4934205339323412,987.3344883987263,57361.7,1.0,1.0,1.0,0.03189077406233615,False,False
2024-05-01 21:00:00+00:00,sell,57580.889264684105,0.017326844427368707,0.9976951102787264,0.0,997.6951102787264,57909.03,8.75651076269652e-27,8.75651076269652e-27,1.0019714026243214,0.03189880526142455,False,False
2024-05-02 02:00:00+00:00,buy,57140.926185,0.017416949070966307,0.9952206012319901,0.49736161980598753,995.22060123199,57463.87,1.0,1.0,1.0,0.03192386516229967,False,False
2024-05-02 03:00:00+00:00,sell,57684.03235634942,0.017416949070966307,1.0046798537585104,0.0,1004.6798537585104,57442.88,8.75651076269652e-27,8.75651076269652e-27,1.0019929536560377,0.03192369335302553,False,False
2024-05-02 21:00:00+00:00,buy,58756.81372499999,0.01705650815868743,1.00218607267894,0.5008426150318792,1002.1860726789399,59112.58,1.0,1.0,1.0,0.03180363319945917,False,False
2024-05-02 23:00:00+00:00,sell,59298.336,0.01705650815868743,1.0114225517805886,0.5059642580192533,1011.4225517805886,59060.61,8.75651076269652e-27,8.75651076269652e-27,1.0019931800741388,0.03180128202378679,False,False
2024-05-03 00:00:00+00:00,buy,58837.290587933254,0.01706554443517414,1.0040903969736283,0.0,1004.0903969736282,59031.81,1.0,1.0,1.0,0.031800799248343725,False,False
2024-05-03 02:00:00+00:00,sell,59535.41631621691,0.01706554443517414,1.0160042926109913,0.0,1016.0042926109913,59543.76,8.75651076269652e-27,8.75651076269652e-27,0.9972454029262802,0.03180326661391353,False,False
2024-05-03 05:00:00+00:00,buy,59633.801999999996,0.017075952865844984,1.0183039921631323,0.5088975473078446,1018.3039921631323,59522.67,1.0,1.0,1.0,0.03180321582216819,False,False
2024-05-03 06:00:00+00:00,sell,59492.91866,0.00011107413002326913,0.006608124182704614,0.0033057149488264193,6.608124182704614,59254.74,1.0,1.0020163488525178,0.0020163488525177797,0.031798435548363646,True,False
2024-05-03 10:00:00+00:00,sell,59451.369445000004,0.016964878735821715,1.0085852733129614,0.5045449091109798,1008.5852733129614,59040.0,8.75651076269652e-27,8.75651076269652e-27,0.995465857834114,0.03168149398273559,False,False
2024-05-03 11:00:00+00:00,buy,59069.530005,0.0171347236287279,1.0121400715145252,0.5058171271936399,1012.1400715145252,59291.09,1.0,1.0,1.0,0.03163076738114934,False,False
2024-05-03 12:00:00+00:00,buy,59070.09476345142,0.00035597904408112,0.02102771586767461,0.0,21.027715867674612,60641.0,1.0,1.0019514854480234,0.0019514854480233712,0.03166981260803925,True,False
2024-05-03 13:00:00+00:00,sell,60867.42882973362,0.01749070267280902,1.0646141001192346,0.0,1064.6141001192345,61689.94,8.75651076269652e-27,8.75651076269652e-27,1.0218504675695999,0.031685598355013556,False,False
2024-05-03 19:00:00+00:00,buy,61860.064575,0.0168282592937097,1.0409972065937259,0.5202384840547555,1040.9972065937259,62067.32,1.0,1.0,1.0,0.03162174639114251,False,False
2024-05-03 20:00:00+00:00,sell,62297.79872495755,0.0168282592937097,1.0483635103709232,0.0,1048.3635103709232,62900.0,8.75651076269652e-27,8.75651076269652e-27,1.001970316717046,0.03163540416396682,False,False
2024-05-03 23:00:00+00:00,buy,62813.81120999999,0.016648508813229067,1.0457562895221915,0.5226168363428297,1045.7562895221915,62882.01,1.0,1.0,1.0,0.0315979197268324,False,False
