timestamp,side,price,qty,fee,slippage,notional,bar_close,target_exposure_raw,target_exposure_final,delta_e,delta_e_min,suppressed,clamped_long_only
2024-04-30 05:00:00+00:00,buy,63169.385274,0.014169657778781273,0.8950885714285652,0.0,895.0885714285653,63330.0,0.8984126984126923,0.8984126984126923,0.8984126984126923,0.031602793098166465,False,False
2024-04-30 06:00:00+00:00,buy,63361.66499999999,0.001347050744272115,0.08535137799657042,0.0426543618173679,85.35137799657042,63412.0,0.980180865395593,0.980180865395593,0.08393339600775085,0.03160256133377934,False,False
2024-04-30 07:00:00+00:00,sell,63380.294,0.004828328103790176,0.3060208547466839,0.15308697085876316,306.0208547466839,63148.74,0.6788594184793247,0.6788594184793247,0.30257387300606176,0.03160304598833469,False,False
2024-04-30 08:00:00+00:00,buy,62914.05324266712,0.004924218512192794,0.30980254565462456,0.0,309.80254565462457,61919.32,1.0,1.0,0.32872853205395536,0.031642837510812816,False,False
2024-04-30 11:00:00+00:00,sell,61751.28891,0.0027354480777084435,0.16891744454487825,0.08450097275881127,168.91744454487824,61204.42,0.8205676775826276,0.8205676775826276,0.16500665415106608,0.0316342003602976,False,False
2024-04-30 12:00:00+00:00,buy,60977.6801665663,0.0022242363573599863,0.13562877321394573,0.0,135.62877321394572,61230.16,0.9517578928818,0.9517578928818,0.13984001259168977,0.03161369346663315,False,False
2024-04-30 13:00:00+00:00,sell,61199.54492000001,0.0026172499903930543,0.16017450835392932,0.08012731783587197,160.17450835392933,60820.57,0.7918340946649602,0.7918340946649602,0.15959756539935221,0.031606351899796936,False,False
2024-04-30 14:00:00+00:00,buy,60595.33845840156,0.0010530444388453849,0.06380958418357364,0.0,63.80958418357364,61247.87,0.8475390224789912,0.8475390224789912,0.06043811612070937,0.031611030098805254,False,False
2024-04-30 15:00:00+00:00,sell,61217.24606500001,0.0047552220401365156,0.2911015977247484,0.14562361066768895,291.1015977247484,60796.85,0.5568280791256786,0.5568280791256786,0.29518848227026173,0.0316160263475517,False,False
2024-04-30 16:00:00+00:00,buy,60571.4865880441,0.0021072651820472996,0.1276401847118303,0.0,127.64018471183032,60336.68,0.6871202165158375,0.6871202165158375,0.137164831719658,0.03161984632035361,False,False
2024-04-30 17:00:00+00:00,buy,60113.049402543154,0.0015172255022112661,0.09120505156922419,0.0,91.2050515692242,60368.81,0.7771528463348956,0.7771528463348956,0.09467733782570065,0.031618353003214444,False,False
2024-04-30 18:00:00+00:00,sell,60338.635590000005,0.0018838563436241133,0.1136693214218452,0.056863092257040546,113.6693214218452,60403.67,0.6589982705481386,0.6589982705481386,0.11842876944821668,0.031616268159562894,False,False
2024-04-30 19:00:00+00:00,sell,60373.478160000006,0.0016316062453792107,0.09850574402112139,0.0492775107659343,98.50574402112139,59292.95,0.5641489591791056,0.5641489591791056,0.09125076408679,0.03164891609054832,False,False
2024-04-30 20:00:00+00:00,buy,59322.59647499999,0.005265746721660004,0.31237776790859056,0.1561108285399942,312.37776790859056,59958.62,0.8748288907764707,0.8748288907764707,0.31923352820452755,0.03166093696214348,False,False
2024-04-30 21:00:00+00:00,sell,60181.904433085,0.005731672242677505,0.3449429511505836,0.0,344.9429511505836,60180.0,0.52320008809317,0.52320008809317,0.3591853512547848,0.03166130198749062,False,False
2024-04-30 22:00:00+00:00,sell,60404.01128196594,0.0022410476572045116,0.13536826796920465,0.0,135.36826796920465,60589.79,0.38420701714636274,0.38420701714636274,0.14279851009687483,0.03165734340906595,False,False
2024-04-30 23:00:00+00:00,sell,60815.18741551667,0.006184014536456593,0.37608200301488726,0.0,376.0820030148872,60672.0,0.0,0.0,0.3873654153701021,0.03165173226821144,False,False
2024-05-01 01:00:00+00:00,buy,60016.46200445556,0.004621209163429677,0.27734862417161915,0.0,277.3486241716191,60133.78,0.2872621854176449,0.2872621854176449,0.2872621854176449,0.0316525290620156,False,False
2024-05-01 03:00:00+00:00,buy,59957.953994999996,0.0008618339352791139,0.05167379944279492,0.025823987727532183,51.673799442794916,60246.03,0.3387927177866027,0.3387927177866027,0.05173663432254372,0.031652178970602074,False,False
2024-05-01 04:00:00+00:00,sell,60215.89699,0.005483043098708791,0.330166358423579,0.16516576209281233,330.16635842357897,60283.99,0.0,0.0,0.3406722094971263,0.0316494843370613,False,False
2024-05-01 06:00:00+00:00,buy,59826.476258086426,0.003493653104843282,0.20901295453089655,0.0,209.01295453089654,59529.94,0.21641870013068423,0.21641870013068423,0.21641870013068423,0.03165679056736928,False,False
2024-05-01 07:00:00+00:00,buy,59305.44207863196,0.0027726368083870762,0.1644324516448827,0.0,164.43245164488272,57499.99,0.38814962579523116,0.38814962579523116,0.17912339339831804,0.031776696213564465,False,False
2024-05-01 08:00:00+00:00,buy,57283.644377913806,0.01032173898330354,0.5912668252812096,0.0,591.2668252812095,57169.69,1.0,1.0,0.6244102832554177,0.031755968662462886,False,False
2024-05-01 09:00:00+00:00,sell,57384.7745357421,0.0011973438112860783,0.06870930465241774,0.0,68.70930465241774,57115.61,0.9250733591555633,0.9250733591555633,0.07102428165283314,0.031754331155110616,False,False
2024-05-01 10:00:00+00:00,sell,57330.27074564577,0.001571631055367036,0.09010203391645717,0.0,90.10203391645717,57768.68,0.8209289734944953,0.8209289734944953,0.10381784440829289,0.03174532385978043,False,False
2024-05-01 11:00:00+00:00,sell,57739.79566,0.004836049032524941,0.2792324829397308,0.13968608451210637,279.2324829397308,57898.47,0.5391735013701568,0.5391735013701568,0.2921304727912307,0.031728248008545484,False,False
2024-05-01 12:00:00+00:00,sell,58115.25453184315,0.0014608135129904548,0.08489554913099624,0.0,84.89554913099624,57969.98,0.45276343445860173,0.45276343445860173,0.08859479171236778,0.03171118128782424,False,False
2024-05-01 13:00:00+00:00,sell,57941.005005,0.0008980491925392646,0.05203387275965374,0.026029951355503626,52.03387275965374,57301.29,0.4012471707317776,0.4012471707317776,0.04914194699696506,0.03172136964379646,False,False
2024-05-01 14:00:00+00:00,buy,57329.940644999995,0.003330789616286736,0.1909539710027009,0.09542927086589835,190.95397100270088,57482.0,0.5949959058621591,0.5949959058621591,0.19782922486184779,0.03171971221150466,False,False
2024-05-01 15:00:00+00:00,sell,57453.268995000006,0.0022050335315895323,0.12668638463340823,0.06337487975657408,126.68638463340824,56886.0,0.46744979498038813,0.46744979498038813,0.12677491970702842,0.031715806838856914,False,False
2024-05-01 16:00:00+00:00,buy,56914.443,0.0023331889890833455,0.13279215172741168,0.06636289441649597,132.7921517274117,57043.99,0.6004347266902443,0.6004347266902443,0.1376566490130094,0.031715056795005664,False,False
2024-05-01 17:00:00+00:00,sell,57257.76650770649,0.001966261060846901,0.11258371671516712,0.0,112.58371671516711,57424.65,0.4826974073694812,0.4826974073694812,0.12093233384939728,0.03171852674016323,False,False
2024-05-01 18:00:00+00:00,sell,57641.21092025359,0.002954993148429089,0.17032938333650532,0.0,170.32938333650532,58913.99,0.30530861863892483,0.30530861863892483,0.1872313849733664,0.031777227182308715,False,False
2024-05-01 19:00:00+00:00,sell,59138.799389549495,0.005161833156330681,0.30526461551456524,0.0,305.2646155145652,56954.47,0.0,0.0,0.30725406189017,0.03188668235835365,False,False
2024-05-01 20:00:00+00:00,buy,56982.937229999996,0.0075935703803713785,0.43270394433628945,0.21624385024299878,432.70394433628945,57361.7,0.44687785009920694,0.44687785009920694,0.44687785009920694,0.03189077406233615,False,False
2024-05-01 21:00:00+00:00,sell,57580.889264684105,0.00302808313597208,0.17435971973666572,0.0,174.3597197366657,57909.03,0.2688247052155053,0.2688247052155053,0.18256564224919347,0.03189880526142455,False,False
