upper,lower,runs,sharpe_mean,maxdd_mean,cagr_mean,total_return_mean,trades_sum,fees_sum
0.505,0.495,1,0.37850307002052647,1.0082638068932068,-1.0,-1.0,70,2.2699913316795377
0.505,0.49,1,0.37850307002052647,1.0082638068932068,-1.0,-1.0,70,2.2699913316795377
0.505,0.485,1,0.37850307002052647,1.0082638068932068,-1.0,-1.0,70,2.2699913316795377
0.51,0.495,1,0.35016171669344265,1.0082638068932068,-1.0,-1.0,66,2.2699913226527446
0.51,0.49,1,0.35016171669344265,1.0082638068932068,-1.0,-1.0,66,2.2699913226527446
0.51,0.485,1,0.35016171669344265,1.0082638068932068,-1.0,-1.0,66,2.2699913226527446
0.515,0.495,1,0.3289504829520253,1.0082638068932068,-1.0,-1.0,62,2.2699913226527446
0.515,0.49,1,0.3289504829520253,1.0082638068932068,-1.0,-1.0,62,2.2699913226527446
0.515,0.485,1,0.3289504829520253,1.0082638068932068,-1.0,-1.0,62,2.2699913226527446
