timestamp,open,high,low,close,volume
1760251500000,111730.32000000,111906.15000000,111706.32000000,111832.32000000,52.50528000
1760251800000,111832.32000000,111832.40000000,111733.10000000,111767.92000000,45.97934000
1760252100000,111767.92000000,111792.00000000,111670.63000000,111686.01000000,36.86156000
1760252400000,111686.02000000,111707.33000000,111649.83000000,111661.90000000,28.03849000
1760252700000,111661.90000000,111781.37000000,111650.23000000,111708.44000000,28.21405000
1760253000000,111708.44000000,111708.44000000,111581.29000000,111581.29000000,51.11096000
1760253300000,111581.29000000,111634.00000000,111550.00000000,111600.55000000,23.87657000
1760253600000,111600.96000000,111933.85000000,111600.96000000,111860.00000000,138.31799000
1760253900000,111860.00000000,111860.01000000,111563.13000000,111616.39000000,65.18368000
1760254200000,111616.38000000,111616.39000000,111500.01000000,111537.35000000,41.31846000
1760254500000,111537.34000000,111620.00000000,111509.71000000,111564.01000000,28.51508000
1760254800000,111564.01000000,111733.15000000,111564.00000000,111584.69000000,42.06490000
1760255100000,111584.69000000,111657.25000000,111569.45000000,111655.28000000,38.65124000
1760255400000,111655.27000000,111680.00000000,111504.83000000,111504.84000000,25.38246000
1760255700000,111504.84000000,111527.14000000,111491.09000000,111525.20000000,31.24340000
1760256000000,111525.19000000,111659.56000000,111525.19000000,111609.04000000,39.88385000
1760256300000,111609.04000000,111713.74000000,111478.00000000,111478.01000000,45.87542000
1760256600000,111478.00000000,111657.18000000,111478.00000000,111514.04000000,53.39766000
1760256900000,111514.05000000,111617.93000000,111514.04000000,111571.45000000,34.30916000
1760257200000,111571.46000000,111673.55000000,111571.45000000,111673.55000000,28.93808000
1760257500000,111673.55000000,111798.99000000,111636.98000000,111762.09000000,41.71435000
1760257800000,111762.09000000,111762.09000000,111600.00000000,111666.39000000,43.93187000
1760258100000,111666.39000000,111723.36000000,111600.00000000,111679.17000000,44.25739000
1760258400000,111679.17000000,111717.44000000,111600.00000000,111600.01000000,40.21086000
1760258700000,111600.01000000,111624.12000000,111481.70000000,111483.04000000,38.72695000
1760259000000,111483.05000000,111517.40000000,111318.43000000,111452.76000000,120.46564000
1760259300000,111452.76000000,111455.83000000,111300.00000000,111310.90000000,41.78791000
1760259600000,111310.90000000,111310.90000000,111205.53000000,111205.53000000,63.50603000
1760259900000,111205.53000000,111292.90000000,111139.87000000,111178.45000000,50.14233000
1760260200000,111178.45000000,111280.00000000,111174.76000000,111200.52000000,17.65669000
1760260500000,111200.52000000,111335.11000000,111194.87000000,111334.43000000,26.35285000
1760260800000,111334.43000000,111420.00000000,111334.42000000,111376.95000000,29.48609000
1760261100000,111376.95000000,111423.14000000,111272.99000000,111388.99000000,35.19924000
1760261400000,111388.98000000,111444.71000000,111340.68000000,111340.69000000,26.73526000
1760261700000,111340.69000000,111538.02000000,111340.68000000,111510.07000000,30.60301000
1760262000000,111510.06000000,111620.36000000,111510.06000000,111620.35000000,51.14641000
1760262300000,111620.36000000,111775.11000000,111568.00000000,111568.78000000,127.94537000
1760262600000,111568.79000000,111713.63000000,111536.69000000,111713.63000000,54.93963000
1760262900000,111713.63000000,111920.01000000,111713.63000000,111837.04000000,82.33245000
1760263200000,111837.05000000,112026.63000000,111816.61000000,111998.41000000,99.80738000
1760263500000,111998.41000000,112019.07000000,111804.84000000,111810.49000000,63.81705000
1760263800000,111810.49000000,111880.01000000,111742.84000000,111851.24000000,48.90713000
1760264100000,111851.23000000,111857.30000000,111615.97000000,111646.59000000,62.58685000
1760264400000,111646.59000000,111646.59000000,111560.00000000,111607.81000000,34.50892000
1760264700000,111607.80000000,111674.30000000,111600.00000000,111613.99000000,15.13763000
1760265000000,111613.99000000,111614.00000000,111547.44000000,111547.47000000,31.10332000
1760265300000,111547.47000000,111547.47000000,111450.00000000,111535.82000000,43.43028000
1760265600000,111535.82000000,111639.81000000,111535.81000000,111584.69000000,30.15676000
1760265900000,111584.69000000,111683.77000000,111516.26000000,111683.77000000,35.80196000
1760266200000,111683.77000000,111705.29000000,111638.75000000,111705.29000000,34.42986000
1760266500000,111705.28000000,111720.08000000,111634.54000000,111651.64000000,37.29067000
1760266800000,111651.64000000,111686.01000000,111477.61000000,111553.67000000,49.46894000
1760267100000,111553.67000000,111828.00000000,111553.66000000,111816.80000000,118.86655000
1760267400000,111816.81000000,111906.15000000,111733.97000000,111863.78000000,70.55088000
1760267700000,111863.78000000,111863.78000000,111597.67000000,111631.26000000,49.17092000
1760268000000,111631.26000000,111650.00000000,111562.06000000,111584.69000000,24.05866000
1760268300000,111584.68000000,111740.00000000,111584.68000000,111740.00000000,91.20234000
1760268600000,111740.00000000,111870.00000000,111684.00000000,111870.00000000,239.61906000
1760268900000,111870.00000000,112133.33000000,111869.99000000,112013.46000000,202.85009000
1760269200000,112013.47000000,112079.40000000,111985.00000000,111985.00000000,105.50211000
1760269500000,111985.01000000,112015.14000000,111943.99000000,111965.49000000,57.64622000
1760269800000,111965.49000000,112003.70000000,111868.00000000,111878.29000000,45.32300000
1760270100000,111878.29000000,111905.26000000,111772.74000000,111848.36000000,50.03987000
1760270400000,111848.35000000,112039.92000000,111835.25000000,112034.86000000,103.41258000
1760270700000,112034.86000000,112250.00000000,111984.04000000,112120.45000000,80.92736000
1760271000000,112120.45000000,112145.21000000,112071.02000000,112134.48000000,42.33557000
1760271300000,112133.57000000,112133.58000000,111973.21000000,112016.73000000,123.00784000
1760271600000,112016.73000000,112100.00000000,111991.61000000,112090.70000000,114.38352000
1760271900000,112090.69000000,112160.79000000,111928.54000000,112004.64000000,94.17112000
1760272200000,112004.63000000,112034.13000000,111813.07000000,111813.08000000,92.41258000
1760272500000,111813.07000000,111817.89000000,111698.80000000,111755.73000000,134.30042000
1760272800000,111755.72000000,111838.41000000,111734.31000000,111838.41000000,57.72552000
1760273100000,111838.40000000,111838.41000000,111555.00000000,111777.88000000,111.43094000
1760273400000,111777.87000000,111822.97000000,111743.10000000,111822.97000000,29.87480000
1760273700000,111822.97000000,111822.97000000,111735.14000000,111789.60000000,30.56981000
1760274000000,111789.61000000,111789.61000000,111642.00000000,111716.54000000,47.43441000
1760274300000,111716.55000000,111810.24000000,111617.47000000,111771.68000000,29.66130000
1760274600000,111771.68000000,111934.51000000,111771.68000000,111928.53000000,58.08333000
1760274900000,111928.52000000,111933.53000000,111757.44000000,111773.50000000,30.10373000
1760275200000,111773.50000000,111773.50000000,111564.13000000,111674.02000000,59.45834000
1760275500000,111674.02000000,111697.55000000,111573.71000000,111677.06000000,63.43458000
1760275800000,111677.07000000,111697.55000000,111417.73000000,111649.12000000,147.05984000
1760276100000,111649.12000000,111726.94000000,111553.62000000,111713.74000000,264.37930000
1760276400000,111713.74000000,111819.28000000,111680.00000000,111818.31000000,149.71726000
