upper,lower,runs,sharpe_mean,maxdd_mean,cagr_mean,total_return_mean,trades_sum,fees_sum
0.502,0.498,1,-0.3736231149444829,1.0143022047883439,-1.0,-1.0285194361482917,6,4.3674531867181745
0.502,0.496,1,-0.32617730700521347,1.0117084822559745,-1.0,-1.0233474011199175,6,4.356375744551596
0.502,0.494,1,-0.2836970298819294,1.0096895647519022,-1.0,-1.0193174062281376,6,4.349937304208523
0.502,0.492,1,-26.297888195219716,0.0007200000000000273,-0.008605867581688131,-0.0007200000000000539,2,1.4426666414852567
0.502,0.49,1,-26.297888195219716,0.0007200000000000273,-0.008605867581688131,-0.0007200000000000539,2,1.4426666414852567
0.502,0.488,1,-26.297888195219716,0.0007200000000000273,-0.008605867581688131,-0.0007200000000000539,2,1.4426666414852567
0.504,0.498,1,-0.3208873939433159,1.0128599461285086,-1.0,-1.0256616910211112,6,4.364365689108754
0.504,0.496,1,-0.2734386149991215,1.0102699090512612,-1.0,-1.0204933387943314,6,4.353290954540499
0.504,0.494,1,-0.23095568187451226,1.0082538602541393,-1.0,-1.016466829581627,6,4.346854619220733
0.504,0.492,1,-26.297888195219716,0.0007200000000000273,-0.008605867581688131,-0.0007200000000000539,2,1.4416397947651167
0.504,0.49,1,-26.297888195219716,0.0007200000000000273,-0.008605867581688131,-0.0007200000000000539,2,1.4416397947651167
0.504,0.488,1,-26.297888195219716,0.0007200000000000273,-0.008605867581688131,-0.0007200000000000539,2,1.4416397947651167
0.506,0.498,1,-0.1939675448692571,1.0093975681982108,-1.0,-1.018784694541162,6,4.356953776156094
0.506,0.496,1,-0.14651356845469424,1.0068163786590874,-1.0,-1.0136251834822787,6,4.345885511475957
0.506,0.494,1,-0.10402632322978869,1.0048072166624473,-1.0,-1.0096070373877069,6,4.33945420611534
0.506,0.492,1,-26.297888195219716,0.0007200000000000273,-0.008605867581688131,-0.0007200000000000539,2,1.4391746811758404
0.506,0.49,1,-26.297888195219716,0.0007200000000000273,-0.008605867581688131,-0.0007200000000000539,2,1.4391746811758404
0.506,0.488,1,-26.297888195219716,0.0007200000000000273,-0.008605867581688131,-0.0007200000000000539,2,1.4391746811758404
0.508,0.498,1,-0.1939675448692571,1.0093975681982108,-1.0,-1.018784694541162,6,4.356953776156094
0.508,0.496,1,-0.14651356845469424,1.0068163786590874,-1.0,-1.0136251834822787,6,4.345885511475957
0.508,0.494,1,-0.10402632322978869,1.0048072166624473,-1.0,-1.0096070373877069,6,4.33945420611534
0.508,0.492,1,-26.297888195219716,0.0007200000000000273,-0.008605867581688131,-0.0007200000000000539,2,1.4391746811758404
0.508,0.49,1,-26.297888195219716,0.0007200000000000273,-0.008605867581688131,-0.0007200000000000539,2,1.4391746811758404
0.508,0.488,1,-26.297888195219716,0.0007200000000000273,-0.008605867581688131,-0.0007200000000000539,2,1.4391746811758404
0.51,0.498,1,0.17104077746098062,0.9995072625971582,-1.0,-0.9990102020225374,6,4.338619160275555
0.51,0.496,1,0.2184259183094614,0.996955025793056,-1.0,-0.993883335638666,6,4.342291804393162
0.51,0.494,1,0.26085575167766,0.9949684002022173,-1.0,-0.9898947901238948,6,4.347375467661396
0.51,0.492,1,-26.297888195219716,0.0007200000000000273,-0.008605867581688131,-0.0007200000000000539,2,1.4321325622646055
0.51,0.49,1,-26.297888195219716,0.0007200000000000273,-0.008605867581688131,-0.0007200000000000539,2,1.4321325622646055
0.51,0.488,1,-26.297888195219716,0.0007200000000000273,-0.008605867581688131,-0.0007200000000000539,2,1.4321325622646055
0.512,0.498,1,0.17104077746098062,0.9995072625971582,-1.0,-0.9990102020225374,6,4.338619160275555
0.512,0.496,1,0.2184259183094614,0.996955025793056,-1.0,-0.993883335638666,6,4.342291804393162
0.512,0.494,1,0.26085575167766,0.9949684002022173,-1.0,-0.9898947901238948,6,4.347375467661396
0.512,0.492,1,-26.297888195219716,0.0007200000000000273,-0.008605867581688131,-0.0007200000000000539,2,1.4321325622646055
0.512,0.49,1,-26.297888195219716,0.0007200000000000273,-0.008605867581688131,-0.0007200000000000539,2,1.4321325622646055
0.512,0.488,1,-26.297888195219716,0.0007200000000000273,-0.008605867581688131,-0.0007200000000000539,2,1.4321325622646055
