timestamp,equity
1760019060000,1000.0
1760019120000,1000.0
1760019180000,1000.0
1760019240000,1000.0
1760019300000,1000.0
1760019360000,1000.0
1760019420000,1000.0
1760019480000,1000.0
1760019540000,1000.0
1760019600000,1000.0
1760019660000,1000.0
1760019720000,1000.0
1760019780000,1000.0
1760019840000,1000.0
1760019900000,1000.0
1760019960000,1000.0
1760020020000,1000.0
1760020080000,1000.0
1760020140000,1000.0
1760020200000,1000.0
1760020260000,1000.0
1760020320000,1000.0
1760020380000,1000.0
1760020440000,1000.0
1760020500000,1000.0
1760020560000,1000.0
1760020620000,1000.0
1760020680000,1000.0
1760020740000,1000.0
1760020800000,1000.0
1760020860000,1000.0
1760020920000,1000.0
1760020980000,1000.0
1760021040000,1000.0
1760021100000,1000.0
1760021160000,1000.0
1760021220000,1000.0
1760021280000,1000.0
1760021340000,1000.0
1760021400000,1000.0
1760021460000,1000.0
1760021520000,1000.0
1760021580000,1000.0
1760021640000,1000.0
1760021700000,1000.0
1760021760000,1000.0
1760021820000,1000.0
1760021880000,1000.0
1760021940000,1000.0
1760022000000,1000.0
1760022060000,1000.0
1760022120000,1000.0
1760022180000,1000.0
1760022240000,1000.0
1760022300000,1000.0
1760022360000,1000.0
1760022420000,1000.0
1760022480000,1000.0
1760022540000,1000.0
1760022600000,1000.0
1760022660000,1000.0
1760022720000,1000.0
1760022780000,1000.0
1760022840000,1000.0
1760022900000,1000.0
1760022960000,1000.0
1760023020000,1000.0
1760023080000,1000.0
1760023140000,1000.0
1760023200000,1000.0
1760023260000,1000.0
1760023320000,1000.0
1760023380000,1000.0
1760023440000,1000.0
1760023500000,1000.0
1760023560000,1000.0
1760023620000,1000.0
1760023680000,1000.0
1760023740000,1000.0
1760023800000,1000.0
1760023860000,1000.0
1760023920000,1000.0
1760023980000,1000.0
1760024040000,1000.0
1760024100000,1000.0
1760024160000,1000.0
1760024220000,1000.0
1760024280000,1000.0
1760024340000,1000.0
1760024400000,1000.0
1760024460000,1000.0
1760024520000,1000.0
1760024580000,1000.0
1760024640000,1000.0
1760024700000,1000.0
1760024760000,1000.0
1760024820000,1000.0
1760024880000,1000.0
1760024940000,1000.0
1760025000000,1000.0
1760025060000,1000.0
1760025120000,1000.0
1760025180000,1000.0
1760025240000,1000.0
1760025300000,1000.0
1760025360000,1000.0
1760025420000,1000.0
1760025480000,1000.0
1760025540000,1000.0
1760025600000,1000.0
1760025660000,1000.0
1760025720000,1000.0
1760025780000,1000.0
1760025840000,1000.0
1760025900000,1000.0
1760025960000,1000.0
1760026020000,1000.0
1760026080000,1000.0
1760026140000,1000.0
1760026200000,1000.0
1760026260000,1000.0
1760026320000,1000.0
1760026380000,1000.0
1760026440000,1000.0
1760026500000,1000.0
1760026560000,1000.0
1760026620000,1000.0
1760026680000,1000.0
1760026740000,1000.0
1760026800000,1000.0
1760026860000,1000.0
1760026920000,1000.0
1760026980000,1000.0
1760027040000,1000.0
1760027100000,1000.0
1760027160000,1000.0
1760027220000,1000.0
1760027280000,1000.0
1760027340000,1000.0
1760027400000,1000.0
1760027460000,1000.0
1760027520000,1000.0
1760027580000,1000.0
1760027640000,1000.0
1760027700000,1000.0
1760027760000,1000.0
1760027820000,1000.0
1760027880000,1000.0
1760027940000,1000.0
1760028000000,1000.0
1760028060000,1000.0
1760028120000,1000.0
1760028180000,1000.0
1760028240000,1000.0
