timestamp,equity
1760019060000,998.88
1760019120000,998.88
1760019180000,998.88
1760019240000,998.88
1760019300000,998.88
1760019360000,998.88
1760019420000,998.88
1760019480000,998.88
1760019540000,998.88
1760019600000,998.88
1760019660000,998.88
1760019720000,998.88
1760019780000,998.88
1760019840000,998.88
1760019900000,998.88
1760019960000,998.88
1760020020000,998.88
1760020080000,998.88
1760020140000,998.88
1760020200000,998.88
1760020260000,998.88
1760020320000,998.88
1760020380000,998.88
1760020440000,998.88
1760020500000,998.88
1760020560000,998.88
1760020620000,998.88
1760020680000,998.88
1760020740000,998.88
1760020800000,998.88
1760020860000,998.88
1760020920000,998.88
1760020980000,998.88
1760021040000,998.88
1760021100000,998.88
1760021160000,998.88
1760021220000,998.88
1760021280000,998.88
1760021340000,998.88
1760021400000,998.88
1760021460000,998.88
1760021520000,998.88
1760021580000,998.88
1760021640000,998.88
1760021700000,998.88
1760021760000,998.88
1760021820000,998.88
1760021880000,998.88
1760021940000,998.88
1760022000000,998.88
1760022060000,998.88
1760022120000,998.88
1760022180000,998.88
1760022240000,998.88
1760022300000,998.88
1760022360000,998.88
1760022420000,998.88
1760022480000,998.88
1760022540000,998.88
1760022600000,998.88
1760022660000,998.88
1760022720000,998.88
1760022780000,998.88
1760022840000,998.88
1760022900000,998.88
1760022960000,998.88
1760023020000,998.88
1760023080000,998.88
1760023140000,998.88
1760023200000,998.88
1760023260000,998.88
1760023320000,998.88
1760023380000,998.88
1760023440000,998.88
1760023500000,998.88
1760023560000,998.88
1760023620000,998.88
1760023680000,998.88
1760023740000,998.88
1760023800000,998.88
1760023860000,998.88
1760023920000,998.88
1760023980000,998.88
1760024040000,998.88
1760024100000,998.88
1760024160000,998.88
1760024220000,998.88
1760024280000,998.88
1760024340000,998.88
1760024400000,998.88
1760024460000,998.88
1760024520000,998.88
1760024580000,998.88
1760024640000,998.88
1760024700000,998.88
1760024760000,998.88
1760024820000,998.88
1760024880000,998.88
1760024940000,998.88
1760025000000,998.88
1760025060000,998.88
1760025120000,998.88
1760025180000,998.88
1760025240000,998.88
1760025300000,998.88
1760025360000,998.88
1760025420000,998.88
1760025480000,998.88
1760025540000,998.88
1760025600000,998.88
1760025660000,998.88
1760025720000,998.88
1760025780000,998.88
1760025840000,998.88
1760025900000,998.88
1760025960000,998.88
1760026020000,998.88
1760026080000,998.88
1760026140000,998.88
1760026200000,998.88
1760026260000,998.88
1760026320000,998.88
1760026380000,998.88
1760026440000,998.88
1760026500000,998.88
1760026560000,998.88
1760026620000,998.88
1760026680000,998.88
1760026740000,998.88
1760026800000,998.88
1760026860000,998.88
1760026920000,998.88
1760026980000,998.88
1760027040000,998.88
1760027100000,998.88
1760027160000,998.88
1760027220000,998.88
1760027280000,998.88
1760027340000,998.88
1760027400000,998.88
1760027460000,998.88
1760027520000,998.88
1760027580000,998.88
1760027640000,998.88
1760027700000,998.88
1760027760000,998.88
1760027820000,998.88
1760027880000,998.88
1760027940000,998.88
1760028000000,998.88
1760028060000,998.88
1760028120000,998.88
1760028180000,998.88
1760028240000,998.88
