timestamp,open,high,low,close,volume
1759982220000,122044.31000000,122048.59000000,122044.31000000,122044.32000000,4.13954000
1759982280000,122044.32000000,122044.32000000,122038.00000000,122038.01000000,3.78147000
1759982340000,122038.00000000,122038.01000000,122038.00000000,122038.01000000,1.02075000
1759982400000,122038.01000000,122100.00000000,122031.73000000,122100.00000000,5.52999000
1759982460000,122100.00000000,122100.00000000,122051.14000000,122051.15000000,3.67886000
1759982520000,122051.15000000,122051.15000000,122020.26000000,122020.26000000,3.43080000
1759982580000,122020.27000000,122020.27000000,121904.89000000,121904.89000000,6.10654000
1759982640000,121904.90000000,122006.47000000,121904.81000000,122006.46000000,4.79641000
1759982700000,122006.46000000,122034.20000000,122006.46000000,122033.07000000,3.36736000
1759982760000,122033.08000000,122033.08000000,121996.45000000,122004.00000000,2.33104000
1759982820000,122004.00000000,122004.01000000,121940.66000000,121940.66000000,3.80471000
1759982880000,121940.66000000,121957.32000000,121940.66000000,121957.31000000,2.41600000
1759982940000,121957.32000000,121957.32000000,121944.19000000,121944.19000000,1.80480000
1759983000000,121944.19000000,121990.57000000,121920.54000000,121959.70000000,26.30101000
1759983060000,121959.71000000,122000.00000000,121956.61000000,122000.00000000,16.05641000
1759983120000,122000.00000000,122034.00000000,121999.97000000,121999.97000000,9.62183000
1759983180000,121999.97000000,121999.98000000,121984.94000000,121984.95000000,4.13663000
1759983240000,121984.94000000,121994.81000000,121915.39000000,121915.39000000,18.47055000
1759983300000,121915.40000000,122000.00000000,121915.39000000,121980.37000000,12.00268000
1759983360000,121980.36000000,122020.60000000,121980.36000000,122020.60000000,3.88843000
1759983420000,122020.59000000,122053.99000000,122020.59000000,122025.47000000,7.82181000
1759983480000,122025.47000000,122042.95000000,122022.26000000,122034.35000000,5.33898000
1759983540000,122034.36000000,122083.14000000,122022.27000000,122083.13000000,1.90759000
1759983600000,122083.13000000,122083.14000000,122083.13000000,122083.13000000,1.48015000
1759983660000,122083.13000000,122111.25000000,122081.49000000,122111.24000000,7.01573000
1759983720000,122111.24000000,122209.22000000,122111.24000000,122209.22000000,14.75795000
1759983780000,122209.21000000,122264.00000000,122209.21000000,122224.42000000,11.91573000
1759983840000,122224.42000000,122256.31000000,122192.53000000,122256.31000000,4.11576000
1759983900000,122256.31000000,122263.91000000,122227.77000000,122227.78000000,1.86010000
1759983960000,122227.78000000,122263.86000000,122222.88000000,122240.65000000,2.66402000
1759984020000,122240.65000000,122262.00000000,122233.04000000,122262.00000000,3.10112000
1759984080000,122261.99000000,122262.00000000,122233.04000000,122257.50000000,9.45663000
1759984140000,122257.49000000,122257.50000000,122233.04000000,122236.27000000,1.89576000
1759984200000,122236.26000000,122236.27000000,122197.29000000,122197.29000000,5.26195000
1759984260000,122197.28000000,122197.29000000,122175.42000000,122175.42000000,1.18554000
1759984320000,122175.43000000,122187.64000000,122170.00000000,122187.63000000,3.85398000
1759984380000,122187.64000000,122187.70000000,122119.33000000,122119.33000000,7.18477000
1759984440000,122119.34000000,122119.34000000,122088.07000000,122094.28000000,6.68634000
1759984500000,122094.29000000,122149.15000000,122094.28000000,122149.14000000,2.57491000
1759984560000,122149.14000000,122149.15000000,122026.00000000,122026.00000000,17.00998000
1759984620000,122026.01000000,122036.81000000,122013.82000000,122016.70000000,5.07600000
1759984680000,122016.70000000,122030.75000000,122016.70000000,122030.75000000,1.56868000
1759984740000,122030.75000000,122091.76000000,122030.74000000,122091.76000000,2.47367000
1759984800000,122091.75000000,122091.76000000,122041.91000000,122064.53000000,3.05138000
1759984860000,122064.53000000,122074.63000000,122064.53000000,122074.62000000,0.60452000
1759984920000,122074.62000000,122074.63000000,122011.04000000,122027.79000000,5.09219000
1759984980000,122027.79000000,122045.64000000,122027.78000000,122045.64000000,1.87135000
1759985040000,122045.64000000,122045.64000000,122023.60000000,122028.99000000,4.01344000
1759985100000,122029.00000000,122062.34000000,122028.57000000,122062.34000000,3.00458000
1759985160000,122062.34000000,122074.64000000,122062.33000000,122064.08000000,2.10812000
1759985220000,122064.08000000,122071.64000000,122064.07000000,122071.64000000,2.14181000
1759985280000,122071.63000000,122079.00000000,122035.73000000,122078.99000000,5.21882000
1759985340000,122079.00000000,122128.34000000,122078.99000000,122128.33000000,3.96499000
1759985400000,122128.34000000,122150.00000000,122128.33000000,122150.00000000,1.49070000
1759985460000,122149.99000000,122150.00000000,122149.99000000,122149.99000000,0.67069000
1759985520000,122150.00000000,122150.00000000,122142.11000000,122142.12000000,2.05883000
1759985580000,122142.11000000,122150.00000000,122107.67000000,122137.50000000,8.33450000
1759985640000,122137.50000000,122158.95000000,122111.51000000,122120.36000000,6.17852000
1759985700000,122120.36000000,122148.19000000,122117.96000000,122148.19000000,1.50836000
1759985760000,122148.18000000,122148.19000000,122109.63000000,122109.64000000,1.48953000
1759985820000,122109.64000000,122118.38000000,122109.63000000,122118.37000000,3.77855000
1759985880000,122118.37000000,122118.38000000,122098.64000000,122098.65000000,1.18228000
1759985940000,122098.65000000,122174.99000000,122098.64000000,122144.70000000,16.75890000
1759986000000,122144.70000000,122147.14000000,122129.05000000,122129.05000000,1.24867000
1759986060000,122129.06000000,122129.06000000,122088.23000000,122088.24000000,10.29062000
1759986120000,122088.24000000,122147.74000000,122079.71000000,122147.73000000,6.51984000
1759986180000,122147.74000000,122189.61000000,122147.73000000,122171.83000000,8.16693000
1759986240000,122171.83000000,122176.73000000,122157.33000000,122157.37000000,3.75121000
1759986300000,122157.36000000,122187.72000000,122157.36000000,122187.72000000,1.83768000
1759986360000,122187.72000000,122196.99000000,122162.35000000,122162.36000000,1.86756000
1759986420000,122162.35000000,122162.36000000,122111.70000000,122111.70000000,4.12500000
1759986480000,122111.71000000,122111.71000000,122100.00000000,122100.01000000,6.22712000
1759986540000,122100.00000000,122100.01000000,122088.11000000,122088.12000000,1.50119000
1759986600000,122088.11000000,122088.12000000,122088.11000000,122088.11000000,0.65364000
1759986660000,122088.12000000,122088.12000000,122088.11000000,122088.11000000,1.05250000
1759986720000,122088.12000000,122100.01000000,122070.46000000,122070.46000000,5.59738000
1759986780000,122070.47000000,122096.67000000,122065.05000000,122065.05000000,3.42851000
1759986840000,122065.06000000,122065.06000000,121915.98000000,121915.99000000,25.07176000
1759986900000,121915.99000000,121945.86000000,121910.51000000,121945.85000000,6.86443000
1759986960000,121945.86000000,121960.23000000,121915.36000000,121952.47000000,6.22380000
1759987020000,121952.47000000,121956.34000000,121937.32000000,121956.33000000,3.19034000
1759987080000,121956.33000000,121956.34000000,121900.00000000,121900.43000000,3.76812000
1759987140000,121900.44000000,121926.83000000,121900.00000000,121900.00000000,4.94835000
1759987200000,121900.01000000,121900.01000000,121881.98000000,121892.81000000,11.86561000
1759987260000,121892.81000000,121917.04000000,121883.30000000,121915.58000000,10.57523000
1759987320000,121915.58000000,121934.33000000,121915.57000000,121925.01000000,2.10596000
1759987380000,121925.00000000,121925.01000000,121878.99000000,121883.93000000,2.87900000
1759987440000,121883.93000000,121912.00000000,121883.93000000,121911.99000000,9.90381000
1759987500000,121911.99000000,121912.00000000,121893.00000000,121912.00000000,7.40555000
1759987560000,121911.99000000,121957.59000000,121911.99000000,121937.20000000,23.71678000
1759987620000,121937.20000000,121945.00000000,121937.20000000,121945.00000000,2.22814000
1759987680000,121945.00000000,121967.71000000,121944.99000000,121967.71000000,5.98089000
1759987740000,121967.70000000,122042.43000000,121967.70000000,122010.24000000,11.23600000
1759987800000,122010.25000000,122037.43000000,122010.24000000,122037.43000000,6.41970000
1759987860000,122037.43000000,122127.21000000,122037.42000000,122127.20000000,7.40554000
