variant,horizon_bars,N,sign_acc,sign_bacc,precision_up,recall_up,MAE_ret,MSE_ret,w_sign_acc,trades,pnl_total,pnl_avg
raw,4,9736,0.5065335939911514,0.5071052970480716,0.538978777054003,0.4976717112922002,4.033840386195562,52.94167217543139,0.472804706486502,282,59.46088700000226,0.21085420921986617
thetaMixSVD,4,9736,0.5126041773845046,0.5153574399194831,0.5464801444043321,0.4699262708575863,4.033840386195562,52.94167217543139,0.4830316776981114,1300,-581.3601779999995,-0.4472001369230765
