variant,horizon_bars,N,sign_acc,sign_bacc,precision_up,recall_up,MAE_ret,MSE_ret,w_sign_acc,trades,pnl_total,pnl_avg
raw,4,9736,0.5136106831022085,0.5136094103123501,0.5159170260833846,0.513911620294599,276.843705834018,177900.7465419063,0.5096785890727391,222,6194.073950000135,27.901234009009617
thetaMixSVD,4,9736,0.5240883410374936,0.5241625322427661,0.5270327799063431,0.5065466448445172,276.843705834018,177900.7465419063,0.4714067833079704,2494,-22532.616328000222,-9.034729882919095
