variant,horizon_bars,N,sign_acc,sign_bacc,precision_up,recall_up,MAE_ret,MSE_ret,w_sign_acc,trades,pnl_total,pnl_avg
raw,4,9736,0.5158231110194825,0.5162440135700919,0.5322271857051691,0.5015033072760072,1.105904889071487,2.5506468672966305,0.5180394572385247,1211,125.27631099999968,0.10344864657307984
thetaMixSVD,4,9736,0.5027316771466859,0.5029739875944396,0.5154617634768074,0.4944878733213069,1.105904889071487,2.5506468672966305,0.46077448634385876,2762,-271.84126700000013,-0.09842189246922525
