timestamp,close,pred_raw_h4,pred_thetaMixSVD_h4
2025-07-08T11:15:00,660.89,660.82,661.5127319511674
2025-07-08T11:30:00,661.37,660.89,661.5648344295134
2025-07-08T11:45:00,661.11,661.37,661.5737130530803
2025-07-08T12:00:00,661.5,661.11,661.6127935957642
2025-07-08T12:15:00,660.78,661.5,661.5848926349925
2025-07-08T12:30:00,660.14,660.78,661.5145524115106
2025-07-08T12:45:00,661.21,660.14,661.5287946439897
2025-07-08T13:00:00,660.49,661.21,661.4932785377684
2025-07-08T13:15:00,660.74,660.49,661.4773068143762
2025-07-08T13:30:00,661.1,660.74,661.4842992263584
2025-07-08T13:45:00,661.61,661.1,661.5197440681319
2025-07-08T14:00:00,660.13,661.61,661.4656727261477
2025-07-08T14:15:00,659.65,660.13,661.3912029335892
2025-07-08T14:30:00,659.93,659.65,661.3387989236126
2025-07-08T14:45:00,658.34,659.93,661.2041661378221
2025-07-08T15:00:00,658.92,658.34,661.1146355460609
2025-07-08T15:15:00,657.78,658.92,660.9722026030747
2025-07-08T15:30:00,658.28,657.78,660.8682397869849
2025-07-08T15:45:00,658.18,658.28,660.7665811733381
2025-07-08T16:00:00,657.5,658.18,660.6366243666052
2025-07-08T16:15:00,659.29,657.5,660.609468167475
2025-07-08T16:30:00,658.53,659.29,660.5455085336066
2025-07-08T16:45:00,658.68,658.53,660.4930439223028
2025-07-08T17:00:00,660.86,658.68,660.5545530234623
2025-07-08T17:15:00,660.96,660.86,660.6133660989036
2025-07-08T17:30:00,660.7,660.96,660.6536421201664
2025-07-08T17:45:00,660.83,660.7,660.6962218912719
2025-07-08T18:00:00,661.61,660.83,660.7739998239588
2025-07-08T18:15:00,661.5,661.61,660.8389409594952
2025-07-08T18:30:00,661.78,661.5,660.9118951588559
2025-07-08T18:45:00,661.76,661.78,660.9768198973887
2025-07-08T19:00:00,661.46,661.76,661.0197781503703
2025-07-08T19:15:00,660.9,661.46,661.0290326867923
2025-07-08T19:30:00,660.79,660.9,661.03041748659
2025-07-08T19:45:00,660.96,660.79,661.0390919281422
2025-07-08T20:00:00,660.36,660.96,661.0145822499333
2025-07-08T20:15:00,660.5,660.36,660.997914931228
2025-07-08T20:30:00,659.99,660.5,660.9543772115418
2025-07-08T20:45:00,658.81,659.99,660.8513947592967
2025-07-08T21:00:00,658.2,658.81,660.7245191425526
2025-07-08T21:15:00,658.12,658.2,660.6018475217616
2025-07-08T21:30:00,659.49,658.12,660.5576132132952
2025-07-08T21:45:00,659.85,659.49,660.5336842055203
2025-07-08T22:00:00,658.79,659.85,660.454867336389
2025-07-08T22:15:00,658.99,658.79,660.3911565164788
2025-07-08T22:30:00,659.75,658.99,660.3697065332972
2025-07-08T22:45:00,660.07,659.75,660.3646529729311
2025-07-08T23:00:00,660.3,660.07,660.3700037668051
2025-07-08T23:15:00,659.92,660.3,660.3534002095747
2025-07-08T23:30:00,660.55,659.92,660.3687334973322
2025-07-08T23:45:00,660.63,660.55,660.38496422456
2025-07-09T00:00:00,660.32,660.63,660.3817917758498
2025-07-09T00:15:00,660.31,660.32,660.3760451177436
2025-07-09T00:30:00,660.91,660.31,660.399913015163
2025-07-09T00:45:00,661.58,660.91,660.4547322466333
2025-07-09T01:00:00,662.27,661.58,660.5389072847163
2025-07-09T01:15:00,660.73,662.27,660.534038657351
2025-07-09T01:30:00,660.73,660.73,660.5277387672274
2025-07-09T01:45:00,660.67,660.73,660.516976408232
2025-07-09T02:00:00,661.72,660.67,660.5592931437294
2025-07-09T02:15:00,661.42,661.72,660.5805085184735
2025-07-09T02:30:00,662.01,661.42,660.6286080402276
