variant,horizon_bars,N,sign_acc,sign_bacc,precision_up,recall_up,MAE_ret,MSE_ret,w_sign_acc,trades,pnl_total,pnl_avg
raw,4,9736,0.507447354904982,0.507742889205805,0.5255016722408027,0.49920571882446385,18.514590180772394,790.602114307724,0.5032786400837767,526,-302.90419899999836,-0.5758634961977155
thetaMixSVD,4,9736,0.5160760143810992,0.5169800209295372,0.535064935064935,0.4908657664813344,18.514590180772394,790.602114307724,0.464542808147356,2662,-4461.739782000008,-1.6760855679939923
