timestamp,close,pred_raw_h1,pred_raw_h24,pred_thetaOrtho_h1,pred_thetaOrtho_h24
2024-09-06T14:00:00,54733.24,55896.01,55896.01,55723.03432540166,56561.82257488866
2024-09-06T15:00:00,54045.01,54733.24,54733.24,55728.06428396003,56527.563453979325
2024-09-06T16:00:00,54074.0,54045.01,54045.01,55723.31855840124,56477.906985137946
2024-09-06T17:00:00,53935.0,54074.0,54074.0,55725.114833802836,56421.56679731987
2024-09-06T18:00:00,53352.67,53935.0,53935.0,55731.28707949242,56360.133440213816
2024-09-06T19:00:00,53534.28,53352.67,53352.67,55728.7433571533,56285.944858163195
2024-09-06T20:00:00,52887.99,53534.28,53534.28,55735.46429171152,56209.66689941706
2024-09-06T21:00:00,53766.57,52887.99,52887.99,55731.668511835735,56122.28557764602
2024-09-06T22:00:00,53644.01,53766.57,53766.57,55751.91287540086,56042.347629621545
2024-09-06T23:00:00,53962.97,53644.01,53644.01,55769.36195940011,55954.35401036292
2024-09-07T00:00:00,53914.0,53962.97,53962.97,55796.66907336714,55868.34543351472
2024-09-07T01:00:00,53813.37,53914.0,53914.0,55823.05755000757,55778.81961382968
2024-09-07T02:00:00,53802.0,53813.37,53813.37,55846.311956682744,55685.49991798305
2024-09-07T03:00:00,53818.91,53802.0,53802.0,55866.545906625266,55588.213900211194
2024-09-07T04:00:00,54060.59,53818.91,53818.91,55886.3315588143,55491.58129632738
2024-09-07T05:00:00,54185.01,54060.59,54060.59,55909.48298857559,55398.32779815407
2024-09-07T06:00:00,54320.23,54185.01,54185.01,55931.4108219987,55306.188868633726
2024-09-07T07:00:00,54286.0,54320.23,54320.23,55950.64201232482,55214.1870731039
2024-09-07T08:00:00,54370.99,54286.0,54286.0,55964.23721267886,55122.92646371209
2024-09-07T09:00:00,54251.11,54370.99,54370.99,55974.3669543913,55034.392583789435
2024-09-07T10:00:00,54346.01,54251.11,54251.11,55978.82534609539,54951.46707255086
2024-09-07T11:00:00,54326.0,54346.01,54346.01,55980.561979251084,54875.88752853308
2024-09-07T12:00:00,54578.71,54326.0,54326.0,55726.52927389873,55242.710698212475
2024-09-07T13:00:00,54546.99,54578.71,54578.71,55768.637412342265,55152.2363839747
2024-09-07T14:00:00,54632.17,54546.99,54546.99,55785.38835438725,55056.41695619425
2024-09-07T15:00:00,54780.0,54632.17,54632.17,55786.99369790117,54959.32526026306
2024-09-07T16:00:00,54465.97,54780.0,54780.0,55787.10944750149,54864.98317837579
2024-09-07T17:00:00,54134.0,54465.97,54465.97,55770.85977839624,54768.105162237
2024-09-07T18:00:00,54291.1,54134.0,54134.0,55747.15074080294,54671.166323169484
2024-09-07T19:00:00,54404.01,54291.1,54291.1,55721.84631894719,54579.26570680215
2024-09-07T20:00:00,54166.01,54404.01,54404.01,55698.950860347606,54493.34649257289
2024-09-07T21:00:00,53926.99,54166.01,54166.01,55660.81952662728,54408.056471544856
2024-09-07T22:00:00,53954.0,53926.99,53926.99,55611.49595293379,54324.81561669982
2024-09-07T23:00:00,54160.86,53954.0,53954.0,55556.231134796864,54246.904494724105
2024-09-08T00:00:00,54137.5,54160.86,54160.86,55491.76351659561,54175.20693328836
2024-09-08T01:00:00,54275.0,54137.5,54137.5,55431.62170606263,54110.9596732497
2024-09-08T02:00:00,54337.43,54275.0,54275.0,55385.25557985161,54056.97282940233
2024-09-08T03:00:00,54402.99,54337.43,54337.43,55329.05639436252,54008.01536621922
2024-09-08T04:00:00,54491.99,54402.99,54402.99,55272.952577943695,53966.16589202566
2024-09-08T05:00:00,54344.01,54491.99,54491.99,55215.17676935964,53931.157192764855
2024-09-08T06:00:00,54292.01,54344.01,54344.01,54308.58244248787,53615.846006976244
2024-09-08T07:00:00,54436.25,54292.01,54292.01,54271.22570104615,53577.02604530608
2024-09-08T08:00:00,54480.0,54436.25,54436.25,54237.89012765651,53543.01739888293
2024-09-08T09:00:00,54456.02,54480.0,54480.0,54205.8023400073,53510.92692438253
2024-09-08T10:00:00,54608.01,54456.02,54456.02,53922.54029469919,53458.395038373135
2024-09-08T11:00:00,54556.08,54608.01,54608.01,53896.19385143132,53435.004822214425
2024-09-08T12:00:00,54194.7,54556.08,54556.08,53869.405136833055,53406.6664111809
2024-09-08T13:00:00,54399.0,54194.7,54194.7,53835.0240506745,53372.106796237116
2024-09-08T14:00:00,54149.5,54399.0,54399.0,53806.316758161025,53342.85070412676
2024-09-08T15:00:00,53687.0,54149.5,54149.5,53772.61671185955,53308.08823724569
2024-09-08T16:00:00,53907.18,53687.0,53687.0,53728.89634612737,53260.029459329526
2024-09-08T17:00:00,54510.01,53907.18,53907.18,53691.30535116124,53220.56272812419
2024-09-08T18:00:00,54412.01,54510.01,54510.01,53668.76873505788,53197.60526530815
2024-09-08T19:00:00,54337.01,54412.01,54412.01,53644.7798913071,53173.77329784801
2024-09-08T20:00:00,54379.02,54337.01,54337.01,53748.140751718995,53574.262357922256
2024-09-08T21:00:00,54464.0,54379.02,54379.02,53728.02134240142,53554.72562936552
2024-09-08T22:00:00,54530.0,54464.0,54464.0,53714.01908680962,53543.10998231703
2024-09-08T23:00:00,54869.95,54530.0,54530.0,53704.40581969124,53536.86763504311
2024-09-09T00:00:00,55045.0,54869.95,54869.95,53704.59970187305,53541.20647074516
2024-09-09T01:00:00,55103.99,55045.0,55045.0,53709.80301393479,53550.5260794733
2024-09-09T02:00:00,55113.0,55103.99,55103.99,53717.86122995606,53562.81946603326
2024-09-09T03:00:00,55115.0,55113.0,55113.0,53728.16578387107,53577.71662131582
2024-09-09T04:00:00,54849.65,55115.0,55115.0,53744.427431256896,53601.10776775858
2024-09-09T05:00:00,54668.0,54849.65,54849.65,53758.25418659426,53622.91944731484
2024-09-09T06:00:00,54898.0,54668.0,54668.0,53772.492517048595,53646.592201368774
2024-09-09T07:00:00,54974.01,54898.0,54898.0,53796.21042476338,53681.4100297692
2024-09-09T08:00:00,55244.0,54974.01,54974.01,53822.70177548479,53718.61929353494
2024-09-09T09:00:00,55152.0,55244.0,55244.0,53851.14228352686,53754.622762982784
2024-09-09T10:00:00,55364.0,55152.0,55152.0,53881.276686347286,53793.4125511658
2024-09-09T11:00:00,55264.87,55364.0,55364.0,53900.53471406293,53811.60985825153
2024-09-09T12:00:00,55341.1,55264.87,55264.87,53919.05764320733,53829.12255293545
2024-09-09T13:00:00,55686.92,55341.1,55341.1,53943.49992859819,53854.30782639857
2024-09-09T14:00:00,54840.01,55686.92,55686.92,53976.89735980974,53888.669840951734
2024-09-09T15:00:00,55386.0,54840.01,54840.01,53985.8491560906,53893.969295080744
2024-09-09T16:00:00,56430.11,55386.0,55386.0,54011.001075675216,53917.57561435204
2024-09-09T17:00:00,56514.0,56430.11,56430.11,54473.64517734901,54259.90550887442
2024-09-09T18:00:00,56530.0,56514.0,56514.0,54518.736484399145,54288.50519470439
2024-09-09T19:00:00,57089.54,56530.0,56530.0,54563.914124611765,54316.376097652355
2024-09-09T20:00:00,57007.98,57089.54,57089.54,54619.02702276746,54354.100968756946
2024-09-09T21:00:00,57454.27,57007.98,57007.98,54671.80647822147,54388.556597763585
2024-09-09T22:00:00,57216.0,57454.27,57454.27,54730.966458497336,54429.290864280694
2024-09-09T23:00:00,57042.0,57216.0,57216.0,54792.839729174455,54470.74104677865
2024-09-10T00:00:00,56982.01,57042.0,57042.0,54849.126166487484,54505.7027493587
2024-09-10T01:00:00,56900.0,56982.01,56982.01,54906.194439304985,54540.31165128691
2024-09-10T02:00:00,56775.28,56900.0,56900.0,54962.95805352689,54573.538969642126
2024-09-10T03:00:00,56524.74,56775.28,56775.28,55016.44939685383,54602.62584788845
2024-09-10T04:00:00,56609.99,56524.74,56524.74,55061.09574688685,54622.25529313249
2024-09-10T05:00:00,56945.45,56609.99,56609.99,55109.184034605394,54644.60570619055
2024-09-10T06:00:00,56825.99,56945.45,56945.45,55165.85584312261,54675.06746364605
2024-09-10T07:00:00,57218.57,56825.99,56825.99,55201.77713014752,54685.94325775992
2024-09-10T08:00:00,57046.99,57218.57,57218.57,55240.32891119414,54700.03109962346
2024-09-10T09:00:00,57086.01,57046.99,57046.99,55280.819142993096,54714.862682682106
2024-09-10T10:00:00,57170.0,57086.01,57086.01,55322.48138567889,54730.44085589741
2024-09-10T11:00:00,57228.0,57170.0,57170.0,55174.12781822071,54978.66426683788
2024-09-10T12:00:00,57203.19,57228.0,57228.0,55235.024345970385,55026.2242011186
2024-09-10T13:00:00,56741.09,57203.19,57203.19,55299.00834457295,55078.80191779559
2024-09-10T14:00:00,56941.09,56741.09,56741.09,55350.833859884144,55117.63313066482
2024-09-10T15:00:00,56596.0,56941.09,56941.09,55409.46906094157,55164.68143368716
2024-09-10T16:00:00,56819.6,56596.0,56596.0,55457.42242114252,55198.95469971475
2024-09-10T17:00:00,57175.96,56819.6,56819.6,55512.026460037785,55240.9756007521
2024-09-10T18:00:00,57581.99,57175.96,57175.96,55575.574281042434,55292.74821667438
2024-09-10T19:00:00,57952.01,57581.99,57581.99,55647.64682012331,55353.016678671884
2024-09-10T20:00:00,57567.89,57952.01,57952.01,55728.780350513865,55423.069122175424
2024-09-10T21:00:00,57507.99,57567.89,57567.89,55800.88607859852,55483.48420140843
2024-09-10T22:00:00,57615.85,57507.99,57507.99,55868.99726656084,55538.348506264985
2024-09-10T23:00:00,57635.99,57615.85,57615.85,55938.29820835088,55593.87311993183
2024-09-11T00:00:00,57640.5,57635.99,57635.99,56006.4978063952,55647.54458374615
2024-09-11T01:00:00,56717.99,57640.5,57640.5,56072.50941033306,55697.890551049684
2024-09-11T02:00:00,56921.1,56717.99,56717.99,56113.22173738529,55719.72745324209
2024-09-11T03:00:00,56819.55,56921.1,56921.1,56161.112116556316,55750.76618323543
2024-09-11T04:00:00,56530.5,56819.55,56819.55,56205.387558467824,55777.654654634054
2024-09-11T05:00:00,56244.0,56530.5,56530.5,56242.40696934158,55796.951412629955
2024-09-11T06:00:00,56460.0,56244.0,56244.0,56268.39636609522,55802.7420092684
2024-09-11T07:00:00,56712.0,56460.0,56460.0,56301.1599799256,55817.09424215445
2024-09-11T08:00:00,56398.0,56712.0,56712.0,56337.96136673416,55835.2555098014
2024-09-11T09:00:00,56677.99,56398.0,56398.0,56365.47517410045,55843.07706006141
2024-09-11T10:00:00,56510.0,56677.99,56677.99,56399.70809756455,55858.67532318407
2024-09-11T11:00:00,56797.99,56510.0,56510.0,56427.611484983056,55866.89315297222
2024-09-11T12:00:00,56748.01,56797.99,56797.99,56461.05165368705,55880.9899653976
2024-09-11T13:00:00,55740.0,56748.01,56748.01,56493.432756702845,55894.64888679608
2024-09-11T14:00:00,55974.0,55740.0,55740.0,56500.76939271294,55881.63238326001
2024-09-11T15:00:00,56701.23,55974.0,55974.0,56512.78628938114,55873.90132119543
2024-09-11T16:00:00,57312.0,56701.23,56701.23,56541.74108578373,55884.83162718275
2024-09-11T17:00:00,57694.0,57312.0,57312.0,56584.64240833138,55911.08192257446
2024-09-11T18:00:00,57500.0,57694.0,57694.0,56634.868183097635,55944.96095348641
2024-09-11T19:00:00,57585.5,57500.0,57500.0,56675.419449558234,55966.6579327144
2024-09-11T20:00:00,57486.0,57585.5,57585.5,56716.714698177566,55989.30518761348
2024-09-11T21:00:00,57352.0,57486.0,57486.0,56753.22397693418,56006.44689066971
2024-09-11T22:00:00,57467.99,57352.0,57352.0,56779.34239910805,56009.75010992853
2024-09-11T23:00:00,57338.0,57467.99,57467.99,56809.72206062719,56019.37187868923
2024-09-12T00:00:00,57626.01,57338.0,57338.0,56838.99879826169,56029.78625001521
2024-09-12T01:00:00,58137.74,57626.01,57626.01,56871.267042440224,56042.420125553035
2024-09-12T02:00:00,57946.28,58137.74,58137.74,56914.77952974925,56067.6142805222
2024-09-12T03:00:00,58232.72,57946.28,57946.28,56948.58964872057,56080.84586721453
2024-09-12T04:00:00,58181.98,58232.72,58232.72,56992.078815194356,56106.94723833681
2024-09-12T05:00:00,57968.01,58181.98,58181.98,57030.10689011151,56126.09949074034
2024-09-12T06:00:00,57947.99,57968.01,57968.01,57063.2260952393,56141.18616401256
2024-09-12T07:00:00,58138.16,57947.99,57947.99,57131.82278551604,56922.648079883664
2024-09-12T08:00:00,58171.06,58138.16,58138.16,57196.321037729096,56981.262555484034
2024-09-12T09:00:00,58022.0,58171.06,58171.06,57260.5748491169,57038.98574874615
2024-09-12T10:00:00,57930.41,58022.0,58022.0,57320.29170001081,57091.2599791676
2024-09-12T11:00:00,58057.99,57930.41,57930.41,57376.90086441779,57142.920602601
2024-09-12T12:00:00,57691.56,58057.99,58057.99,57435.513361840254,57196.94278459575
2024-09-12T13:00:00,57627.99,57691.56,57691.56,57484.47054047523,57238.90235592069
2024-09-12T14:00:00,57541.29,57627.99,57627.99,57530.915710241614,57277.45907592473
2024-09-12T15:00:00,57512.03,57541.29,57541.29,57574.11524195428,57304.64301546007
2024-09-12T16:00:00,58065.99,57512.03,57512.03,57615.50980156079,57329.72065579236
2024-09-12T17:00:00,58389.1,58065.99,58065.99,57668.84277947319,57370.50244762886
2024-09-12T18:00:00,58181.99,58389.1,58389.1,57728.594201890846,57418.777741981285
2024-09-12T19:00:00,58388.0,58181.99,58181.99,57782.265146775186,57460.45707192078
2024-09-12T20:00:00,58199.99,58388.0,58388.0,57839.618026481934,57508.41612273886
2024-09-12T21:00:00,57921.11,58199.99,58199.99,57891.2783796218,57547.60645507817
2024-09-12T22:00:00,58143.34,57921.11,57921.11,57935.201639815044,57580.066985535464
2024-09-12T23:00:00,58132.32,58143.34,58143.34,57983.14843339445,57616.907599979
2024-09-13T00:00:00,58031.14,58132.32,58132.32,58029.58471748944,57651.13742900977
2024-09-13T01:00:00,58129.99,58031.14,58031.14,58072.48966331118,57685.11426370872
2024-09-13T02:00:00,58050.8,58129.99,58129.99,58116.592499002916,57723.424187411765
2024-09-13T03:00:00,57845.97,58050.8,58050.8,58157.678900185914,57759.20477735894
2024-09-13T04:00:00,57844.0,57845.97,57845.97,58192.776449117715,57787.6483699906
2024-09-13T05:00:00,57946.0,57844.0,57844.0,58226.679152506054,57814.90574776412
2024-09-13T06:00:00,57767.01,57946.0,57946.0,58261.79703310144,57842.521663276646
2024-09-13T07:00:00,58109.31,57767.01,57767.01,58291.606629198155,57867.27197085335
2024-09-13T08:00:00,57953.64,58109.31,58109.31,58328.34368834472,57900.446622881354
2024-09-13T09:00:00,58058.6,57953.64,57953.64,58360.23217089078,57926.86783723948
2024-09-13T10:00:00,58343.99,58058.6,58058.6,58393.4705740517,57956.6665738131
2024-09-13T11:00:00,57871.1,58343.99,58343.99,58432.27715200158,57993.47973318849
2024-09-13T12:00:00,57910.0,57871.1,57871.1,58458.78245838151,58015.67447960003
2024-09-13T13:00:00,58056.01,57910.0,57910.0,58485.18487278144,58042.393719652355
2024-09-13T14:00:00,58456.89,58056.01,58056.01,58513.969574876835,58073.03340419428
2024-09-13T15:00:00,59667.38,58456.89,58456.89,58551.179591936256,58116.68623694325
2024-09-13T16:00:00,59452.31,59667.38,59667.38,58615.76539549268,58192.27785639124
2024-09-13T17:00:00,59584.0,59452.31,59452.31,58674.120647099626,58261.78944909457
2024-09-13T18:00:00,59752.17,59584.0,59584.0,58734.44233767465,58335.15925026777
2024-09-13T19:00:00,59743.99,59752.17,59752.17,58797.55652502947,58411.863799191065
2024-09-13T20:00:00,59838.52,59743.99,59743.99,58859.27419478516,58485.94164260638
2024-09-13T21:00:00,60283.86,59838.52,59838.52,58922.034347072185,58561.699624779845
2024-09-13T22:00:00,60608.0,60283.86,60283.86,58994.104563470464,58649.80202624667
2024-09-13T23:00:00,60498.0,60608.0,60608.0,59072.53327861227,58743.84777155567
2024-09-14T00:00:00,60414.39,60498.0,60498.0,59147.146765014484,58835.353855987516
2024-09-14T01:00:00,60406.06,60414.39,60414.39,59218.50100766818,58921.028056830604
2024-09-14T02:00:00,60287.99,60406.06,60406.06,59288.42478885793,59006.06163030989
2024-09-14T03:00:00,60329.37,60287.99,60287.99,59354.37312727829,59088.30661429945
2024-09-14T04:00:00,60213.05,60329.37,60329.37,59420.0963123228,59170.75898511601
2024-09-14T05:00:00,59926.0,60213.05,60213.05,59481.900881577174,59249.50182350706
2024-09-14T06:00:00,60046.0,59926.0,59926.0,59104.524524275694,59673.92340588686
2024-09-14T07:00:00,60138.14,60046.0,60046.0,59167.51303383039,59744.18928609099
2024-09-14T08:00:00,59973.99,60138.14,60138.14,59231.20830949328,59815.43219658831
2024-09-14T09:00:00,60070.2,59973.99,59973.99,59290.55611992907,59881.074158083
2024-09-14T10:00:00,59851.09,60070.2,60070.2,59350.800575358815,59947.85202701878
2024-09-14T11:00:00,59706.39,59851.09,59851.09,59405.114889260265,60007.44840246608
2024-09-14T12:00:00,59794.03,59706.39,59706.39,59455.19497999255,60061.885120013605
2024-09-14T13:00:00,59769.11,59794.03,59794.03,59505.600624599836,60117.127232298335
2024-09-14T14:00:00,59914.0,59769.11,59769.11,59554.560804251225,60170.44726250658
2024-09-14T15:00:00,59876.0,59914.0,59914.0,58391.49498499373,58892.04334405456
2024-09-14T16:00:00,59981.99,59876.0,59876.0,58450.59700488217,58958.015342113715
2024-09-14T17:00:00,59885.26,59981.99,59981.99,58508.78021713932,59022.99361113017
2024-09-14T18:00:00,59786.0,59885.26,59885.26,58563.14065873355,59083.3493679702
2024-09-14T19:00:00,59810.0,59786.0,59786.0,58614.98640534589,59140.56307059579
2024-09-14T20:00:00,60024.01,59810.0,59810.0,58666.9115006762,59197.78304237414
2024-09-14T21:00:00,60036.0,60024.01,60024.01,58405.38776426231,58945.872523258404
2024-09-14T22:00:00,60006.97,60036.0,60036.0,58505.07828557106,58936.05566009581
2024-09-14T23:00:00,59993.03,60006.97,60006.97,58609.20916721244,58928.7887794427
2024-09-15T00:00:00,60025.95,59993.03,59993.03,58716.62105652869,58931.935515992474
2024-09-15T01:00:00,60235.22,60025.95,60025.95,58826.72292418278,58941.30948440689
2024-09-15T02:00:00,60238.01,60235.22,60235.22,58941.85447954075,58957.4610269101
2024-09-15T03:00:00,60155.93,60238.01,60238.01,59055.28538740775,58979.98784169467
2024-09-15T04:00:00,60117.99,60155.93,60155.93,59163.25655960881,59012.402294355044
2024-09-15T05:00:00,60160.0,60117.99,60117.99,59265.13682417357,59054.51370271375
2024-09-15T06:00:00,60164.01,60160.0,60160.0,59361.24989036191,59105.75812336589
2024-09-15T07:00:00,60196.0,60164.01,60164.01,59449.64549493196,59181.155062126076
2024-09-15T08:00:00,60069.99,60196.0,60196.0,59530.16345048205,59274.32390313416
2024-09-15T09:00:00,60016.0,60069.99,60069.99,59076.46508100955,58630.68146756403
2024-09-15T10:00:00,59991.3,60016.0,60016.0,59099.802049224505,58700.77416539176
2024-09-15T11:00:00,60000.51,59991.3,59991.3,59119.931341504634,58770.29290595634
2024-09-15T12:00:00,60104.39,60000.51,60000.51,59146.43470832501,58845.503766034366
2024-09-15T13:00:00,60189.98,60104.39,60104.39,59175.7645200452,58924.335186919525
2024-09-15T14:00:00,60279.52,60189.98,60189.98,59208.542071507465,59006.947332507836
2024-09-15T15:00:00,60335.41,60279.52,60279.52,59244.63211050367,59093.103979289044
2024-09-15T16:00:00,59950.05,60335.41,60335.41,59280.42204294726,59180.17900598049
2024-09-15T17:00:00,59814.07,59950.05,59950.05,58997.109385801974,60161.59487917085
2024-09-15T18:00:00,59971.09,59814.07,59814.07,59042.550220716716,60247.21454756688
2024-09-15T19:00:00,59878.22,59971.09,59971.09,59090.93806345025,60335.03279560599
2024-09-15T20:00:00,59795.99,59878.22,59878.22,59135.61341118892,60419.17546257156
2024-09-15T21:00:00,59651.69,59795.99,59795.99,59180.2439466187,60501.73671789153
2024-09-15T22:00:00,59430.31,59651.69,59651.69,59222.986711285936,60581.18254663162
2024-09-15T23:00:00,59132.0,59430.31,59430.31,59260.75954627887,60655.121912381175
2024-09-16T00:00:00,58666.36,59132.0,59132.0,59294.6025384172,60723.68694558252
2024-09-16T01:00:00,58607.07,58666.36,58666.36,59318.68853782497,60782.44212252957
2024-09-16T02:00:00,58263.99,58607.07,58607.07,59342.03616831316,60839.389451009614
2024-09-16T03:00:00,58575.09,58263.99,58263.99,59359.24981339308,60889.40028209313
2024-09-16T04:00:00,58352.0,58575.09,58575.09,59384.91002279336,60945.312883168444
2024-09-16T05:00:00,58670.0,58352.0,58352.0,59407.120369076765,60996.37490856303
2024-09-16T06:00:00,58707.43,58670.0,58670.0,59440.142797329754,61054.53615475359
2024-09-16T07:00:00,58911.1,58707.43,58707.43,59473.18162422926,61111.32655780452
2024-09-16T08:00:00,58924.98,58911.1,58911.1,59509.5818001174,61169.46713339135
2024-09-16T09:00:00,58636.54,58924.98,58924.98,59549.96686033537,61227.8564031948
2024-09-16T10:00:00,58749.99,58636.54,58636.54,59586.81522520286,61280.13811448893
2024-09-16T11:00:00,58663.99,58749.99,58749.99,59627.41547052289,61333.306698005916
2024-09-16T12:00:00,58527.99,58663.99,58663.99,59664.99793871621,61381.85610200582
2024-09-16T13:00:00,58497.1,58527.99,58527.99,59701.20688509566,61426.33396449331
2024-09-16T14:00:00,57604.0,58497.1,58497.1,59738.43454766485,61468.850942751946
2024-09-16T15:00:00,57881.69,57604.0,57604.0,59756.58432223376,61491.99578953648
2024-09-16T16:00:00,57809.98,57881.69,57881.69,59782.746609074435,61519.693338550715
2024-09-16T17:00:00,58176.01,57809.98,57809.98,59808.503816716686,61544.54661613333
2024-09-16T18:00:00,57896.0,58176.01,58176.01,59845.534554763624,61576.31904471249
2024-09-16T19:00:00,57943.99,57896.0,57896.0,59877.932357488644,61601.36901045996
2024-09-16T20:00:00,57687.99,57943.99,57943.99,59911.289455384365,61625.252819659756
2024-09-16T21:00:00,57995.5,57687.99,57687.99,59939.48337980731,61642.36407041441
2024-09-16T22:00:00,57970.01,57995.5,57995.5,59974.597251993284,61663.57044777526
2024-09-16T23:00:00,58213.99,57970.01,57970.01,60009.21699246964,61682.1796287843
2024-09-17T00:00:00,57630.01,58213.99,58213.99,60046.48561382096,61701.67731122266
2024-09-17T01:00:00,57896.0,57630.01,57630.01,60070.8779721822,61707.3753404835
2024-09-17T02:00:00,58115.52,57896.0,57896.0,60102.18651583856,61716.75531234485
2024-09-17T03:00:00,58060.0,58115.52,58115.52,60140.063904646144,61729.270033832734
2024-09-17T04:00:00,58246.01,58060.0,58060.0,60175.65476017431,61737.880378051625
2024-09-17T05:00:00,58642.76,58246.01,58246.01,60219.66984863358,61750.680825612966
2024-09-17T06:00:00,58488.0,58642.76,58642.76,60266.97264586383,61765.94151329781
2024-09-17T07:00:00,58695.39,58488.0,58488.0,60304.419153882176,61771.8471729589
2024-09-17T08:00:00,58792.0,58695.39,58695.39,60342.960721138435,61776.988176516454
2024-09-17T09:00:00,58966.48,58792.0,58792.0,60383.82841046125,61781.198095749314
2024-09-17T10:00:00,59236.0,58966.48,58966.48,60427.737610605785,61785.3794911948
2024-09-17T11:00:00,59080.99,59236.0,59236.0,60474.461401543325,61789.84094933709
2024-09-17T12:00:00,59381.1,59080.99,59080.99,60518.305480383606,61788.35846278648
2024-09-17T13:00:00,58966.0,59381.1,59381.1,60565.122467524474,61787.37533537044
2024-09-17T14:00:00,60265.17,58966.0,58966.0,60606.50983393661,61777.329431305545
2024-09-17T15:00:00,61135.5,60265.17,60265.17,60675.58718228485,61789.205185946696
2024-09-17T16:00:00,60873.86,61135.5,61135.5,60764.56547084673,61815.1103421805
2024-09-17T17:00:00,60958.37,60873.86,60873.86,60845.542219347524,61831.07720907239
2024-09-17T18:00:00,60540.17,60958.37,60958.37,60925.88976000692,61843.98869620077
2024-09-17T19:00:00,59967.99,60540.17,60540.17,60994.516985523114,61844.22498192941
2024-09-17T20:00:00,60120.0,59967.99,59967.99,61047.942268659164,61829.197465458026
2024-09-17T21:00:00,60334.07,60120.0,60120.0,60584.44529628285,62057.694736730395
2024-09-17T22:00:00,60240.01,60334.07,60334.07,60655.084052949205,62079.414839378864
2024-09-17T23:00:00,60313.99,60240.01,60240.01,60724.46543396559,62096.634515221085
2024-09-18T00:00:00,60240.0,60313.99,60313.99,60793.69505772863,62110.98251523365
2024-09-18T01:00:00,60114.0,60240.0,60240.0,60860.97237305685,62120.739462136306
