symbol,phase,pred_ensemble,max_by,hit_rate_pred,hit_rate_hold,delta_hit,corr_pred_true,mae_price,mae_return,count
/Users/davidjaros/workspace/theta-bot/data/mydata.csv,biquat,max,transform,0.6783088235294118,0.5257352941176471,0.15257352941176472,0.5645798222305934,703.8342095588239,0.006085783530035519,544
