symbol,corr_old,hit_rate_pred,hit_rate_hold,delta_hit,count,corr_new,delta_corr
BTCUSDT,0.0020049941397447,0.4986486486486486,0.4972972972972973,0.0013513513513513,740,0.7680806357105389,0.7660756415707941
ETHUSDT,0.0477571848201823,0.4554054054054054,0.4729729729729729,-0.0175675675675675,740,0.7654191143870196,0.7176619295668373
BNBUSDT,0.0369401089611729,0.4716216216216216,0.5162162162162162,-0.0445945945945945,740,0.747958569678649,0.7110184607174761
SOLUSDT,0.0565931456597388,0.4851351351351351,0.4540540540540541,0.031081081081081,740,0.781719098791999,0.7251259531322601
ADAUSDT,0.0376668685140961,0.4797297297297297,0.4756756756756757,0.004054054054054,740,0.763696892384653,0.7260300238705569
XRPUSDT,0.0222941952200485,0.504054054054054,0.4810810810810811,0.0229729729729729,740,0.7616050961739014,0.7393109009538529
