symbol,phase,hit_rate_pred,hit_rate_hold,delta_hit,corr_pred_true,mae_price,mae_return,count
/Users/davidjaros/workspace/theta-bot/data/mydata.csv,complex,0.44485294117647056,0.5551470588235294,-0.11029411764705888,0.17414235844648973,552814.2735327149,4.789551976799164,544
