symbol,phase,hit_rate_pred,hit_rate_hold,delta_hit,corr_pred_true,mae_price,mae_return,count
/Users/davidjaros/workspace/theta-bot/data/mydata.csv,biquat,0.44485294117647056,0.5551470588235294,-0.11029411764705888,0.1728255382207523,89018.51403038531,0.7714386672888666,544
