time,entry_idx,exit_idx,last_price,pred_price,signal,entry_price,exit_price,dir_score,pnl,equity
2025-09-18T17:00:00,296,300,117579.93000000001,112909.33890194508,SHORT,117579.93,117299.21,-0.04052911867656931,0.0013874822854545552,0.9271392757113872
2025-09-18T18:00:00,297,301,117822.96999999994,112990.05949562129,SHORT,117822.97,117061.02,-0.0418792100634832,0.0054669053920470435,0.9322078584169524
2025-09-18T19:00:00,298,302,117450.21000000005,113076.93725232285,SHORT,117450.21,117073.53,-0.037942257238517504,0.0022071462452047342,0.9342653774914077
2025-09-18T20:00:00,299,303,117521.14,113183.19465809656,SHORT,117521.14,117424.2,-0.03760677399100818,-0.00017512713031883175,0.9341017622768913
2025-09-18T21:00:00,300,304,117299.20999999999,113274.34611554079,SHORT,117299.21,117241.32,-0.03491181162601637,-0.0005064757895641461,0.9336286623493089
2025-09-18T22:00:00,301,305,117061.01999999996,113346.99719503094,SHORT,117061.02,117112.8,-0.03223822835430973,-0.0014423334086786433,0.9322820585383025
2025-09-18T23:00:00,302,306,117073.52999999991,113420.47231278032,SHORT,117073.53,116977.58,-0.031697122397952464,-0.00018042959839002814,0.9321138472608942
2025-09-19T00:00:00,303,307,117424.20000000007,113511.0164951685,SHORT,117424.2,116990.65,-0.03388973624812195,0.002692169075880465,0.93462325533569
2025-09-19T01:00:00,304,308,117241.3200000001,113586.86935004505,SHORT,117241.32,116894.83,-0.03166329553836502,0.0019553573774161296,0.9364507778131153
2025-09-19T02:00:00,305,309,117112.80000000002,113659.60231715755,SHORT,117112.8,116669.75,-0.029926543307462476,0.0027831048356798138,0.9390570185012231
2025-09-19T03:00:00,306,310,116977.58000000002,113707.9360999228,SHORT,116977.58,116909.97,-0.02834626099337672,-0.00042202599848620065,0.9386607120253547
2025-09-19T04:00:00,307,311,116990.64999999989,113729.24662308671,SHORT,116990.65,116915.88,-0.02827059612719735,-0.00036088909669285943,0.9383219596088909
2025-09-19T05:00:00,308,312,116894.83000000007,113725.13197117452,SHORT,116894.83,116488.0,-0.027487479048982327,0.002480307897278278,0.9406492869754985
2025-09-19T06:00:00,309,313,116669.74999999999,113671.83797594543,SHORT,116669.75,116532.68,-0.02602900819268668,0.00017485466455535378,0.9408137638910368
2025-09-19T07:00:00,310,314,116909.96999999999,113643.00566046088,SHORT,116909.97,116394.72,-0.028339311906287697,0.003407237466573638,0.9440193397964345
2025-09-19T08:00:00,311,315,116915.8799999999,113636.04256057894,SHORT,116915.88,116162.45,-0.02845112474166205,0.005444205868356014,0.9491587754259957
2025-09-19T09:00:00,312,316,116487.99999999994,113626.31322366497,SHORT,116488.0,116284.64,-0.024870666411972633,0.0007457592198338075,0.9498666193338559
2025-09-19T10:00:00,313,317,116532.68000000001,113633.68549891382,SHORT,116532.68,115899.99,-0.025189240180705664,0.004429292452554835,0.9540738563818051
2025-09-19T11:00:00,314,318,116394.7200000001,113688.32703350362,SHORT,116394.72,115884.03,-0.023524090185134756,0.003387570157821612,0.957305848506042
2025-09-19T12:00:00,315,319,116162.44999999994,113785.80597036201,SHORT,116162.45,116088.68,-0.020669789433224527,-0.0003649410803576881,0.9569564882754554
2025-09-19T13:00:00,316,320,116284.64000000003,113914.52956802871,SHORT,116284.64,115542.73,-0.02059049297950453,0.005380120366713983,0.9621050293680854
2025-09-19T14:00:00,317,321,115899.98999999992,114028.05272835096,SHORT,115899.99,115407.49,-0.016281541239476314,0.0032493532570624034,0.9652312484788986
2025-09-19T15:00:00,318,322,115884.02999999991,114107.88975838298,SHORT,115884.03,115125.12,-0.015444003039075165,0.005548874767299717,0.9705871957981925
2025-09-19T16:00:00,319,323,116088.68000000008,114142.94935395394,SHORT,116088.68,115342.57,-0.016901087137520476,0.005427069374895004,0.9758546398441741
2025-09-19T17:00:00,320,324,115542.7300000001,114085.25537634952,SHORT,115542.73,115465.39,-0.012693125885393158,-0.00033063724563201413,0.9755319859539188
2025-09-19T18:00:00,321,325,115407.49000000009,113981.23630553432,SHORT,115407.49,115613.21,-0.01243417220602674,-0.002782553281420479,0.972817516225272
2025-09-19T19:00:00,322,326,115125.12,113841.27383765332,SHORT,115125.12,115632.38,-0.01121327216583641,-0.00540616261681212,0.9675583065360749
2025-09-19T20:00:00,323,327,115342.57,113720.18035105396,SHORT,115342.57,115723.73,-0.014164280770557444,-0.004304590837537163,0.9633933639149767
2025-09-19T21:00:00,324,328,115465.38999999994,113622.99509394709,SHORT,115465.39,115623.51,-0.01608331565736697,-0.0023694146791518682,0.961110685536719
2025-09-19T22:00:00,325,329,115613.20999999996,113529.36466933097,SHORT,115613.21,115606.39,-0.01818688138312199,-0.0009410102011698578,0.9602062705771756
2025-09-19T23:00:00,326,330,115632.37999999996,113474.82109519979,SHORT,115632.38,115445.0,-0.01883316578474118,0.0006204803533405145,0.9608020597032231
2025-09-20T00:00:00,327,331,115723.72999999995,113466.34405160884,SHORT,115723.73,115568.41,-0.019697478067876695,0.0003421620613161401,0.961130809716488
2025-09-20T01:00:00,328,332,115623.5100000001,113483.7874816771,SHORT,115623.51,115717.49,-0.018677456388608904,-0.0018128104742712835,0.9593884617174891
2025-09-20T02:00:00,329,333,115606.38999999993,113515.22489071297,SHORT,115606.39,115700.46,-0.018252438369820993,-0.0018137093459972844,0.9576484098980301
2025-09-20T03:00:00,330,334,115444.99999999994,113526.02399567023,SHORT,115445.0,115968.56,-0.01676045309758248,-0.005535146606609188,0.9523476855516584
2025-09-20T04:00:00,331,335,115568.41000000009,113498.06075857702,SHORT,115568.41,115701.43,-0.018075090558103732,-0.0021510065769702077,0.9502991794164745
2025-09-20T05:00:00,332,336,115717.49000000003,113447.42917853768,SHORT,115717.49,115672.8,-0.019810258002618198,-0.0006138008178365921,0.9497158850029592
2025-09-20T06:00:00,333,337,115700.46000000005,113426.92190531181,SHORT,115700.46,115747.54,-0.01984385593587402,-0.001406912816076852,0.9483797175527168
2025-09-20T07:00:00,334,338,115968.5600000001,113455.84141059346,SHORT,115968.56,115894.06,-0.021903230830653635,-0.00035758450393796393,0.9480405916618708
2025-09-20T08:00:00,335,339,115701.43000000004,113457.81607635399,SHORT,115701.43,115874.49,-0.019579932388591098,-0.0024957464224946244,0.945674522746851
2025-09-20T09:00:00,336,340,115672.80000000005,113445.393836687,SHORT,115672.8,115915.8,-0.01944196205364877,-0.0031007531589103054,0.9427422194831427
2025-09-20T10:00:00,337,341,115747.53999999998,113424.56918126941,SHORT,115747.54,115970.36,-0.02027138564922019,-0.0029250517116822267,0.9399846497403684
2025-09-20T11:00:00,338,342,115894.06000000001,113408.87208200776,SHORT,115894.06,115986.69,-0.02167470521692647,-0.0017992644316715167,0.9382933687937733
2025-09-20T12:00:00,339,343,115874.4899999999,113400.7607374537,SHORT,115874.49,116027.94,-0.02157736515259162,-0.0023242776731962067,0.9361125144657779
2025-09-20T13:00:00,340,344,115915.8,113426.2255479964,SHORT,115915.8,115821.72,-0.02170926415609841,-0.00018837639044891428,0.9359361729692488
2025-09-20T14:00:00,341,345,115970.36,113455.1448757337,SHORT,115970.36,115711.51,-0.021924889271012844,0.0012320358408821515,0.937089279879125
2025-09-20T15:00:00,342,346,115986.6899999999,113482.36701679055,SHORT,115986.69,115702.0,-0.021825792414243154,0.0014545057713087795,0.9384522816449408
2025-09-20T16:00:00,343,347,116027.93999999996,113524.12934154726,SHORT,116027.94,115721.1,-0.021813435206713888,0.001644535445514214,0.9399955996860295
2025-09-20T17:00:00,344,348,115821.72000000009,113549.40527672913,SHORT,115821.72,115786.31,-0.01981210013492837,-0.000694271506242495,0.9393429875251742
2025-09-20T18:00:00,345,349,115711.51000000004,113559.33447240139,SHORT,115711.51,115776.06,-0.018772762405255352,-0.0015578528877550981,0.9378796293394656
2025-09-20T19:00:00,346,350,115702.00000000007,113575.70228091977,SHORT,115702.0,115685.63,-0.018546470468944365,-0.000858515842422816,0.937074444819392
2025-09-20T20:00:00,347,351,115721.10000000003,113600.3870682679,SHORT,115721.1,115660.01,-0.018494222790056004,-0.00047209281626245294,0.9366320587056896
2025-09-20T21:00:00,348,352,115786.30999999992,113625.41585028365,SHORT,115786.31,115500.0,-0.018837241034727743,0.0014727448348599904,0.9380114787323126
2025-09-20T22:00:00,349,353,115776.06000000008,113644.72279395795,SHORT,115776.06,115690.76,-0.01857883477056173,-0.0002632328306905339,0.9377645633155457
2025-09-20T23:00:00,350,354,115685.63000000006,113651.31384707397,SHORT,115685.63,115669.41,-0.01773954133240653,-0.0008597924392165115,0.9369582804342418
2025-09-21T00:00:00,351,355,115660.00999999997,113704.02892611563,SHORT,115660.01,115494.23,-0.017054398932466006,0.00043333897342736553,0.9373643009736295
2025-09-21T01:00:00,352,356,115499.99999999993,113786.29089601732,SHORT,115500.0,115663.48,-0.014946987485585768,-0.00241541125541122,0.9351001806906372
2025-09-21T02:00:00,353,357,115690.75999999997,113887.93010024681,SHORT,115690.76,115687.2,-0.01570430331569142,-0.0009692283117511055,0.9341938551211882
2025-09-21T03:00:00,354,358,115669.41000000002,113963.7155642256,SHORT,115669.41,115815.97,-0.014854609923716306,-0.0022670592855967508,0.9320759822673883
2025-09-21T04:00:00,355,359,115494.22999999994,113952.44012919089,SHORT,115494.23,115629.6,-0.01343805871501777,-0.0021720931859540507,0.9300514263775139
2025-09-21T05:00:00,356,360,115663.4800000001,113910.40142310802,SHORT,115663.48,115683.54,-0.01527122641650334,-0.0011734341729990978,0.928960072251156
2025-09-21T06:00:00,357,361,115687.2000000001,113866.28103599708,SHORT,115687.2,115522.31,-0.015863624236563876,0.00042530893651155375,0.9293551672715469
2025-09-21T07:00:00,358,362,115815.97000000009,113829.46773436479,SHORT,115815.97,115603.45,-0.017299304550530883,0.000834980098167844,0.9301311603403479
2025-09-21T08:00:00,359,363,115629.60000000002,113779.71914228697,SHORT,115629.6,115683.59,-0.016126075341938453,-0.0014669219646179757,0.9287667305112691
2025-09-21T09:00:00,360,364,115683.54000000001,113730.87354464627,SHORT,115683.54,115661.65,-0.017021758412453916,-0.0008107768832108749,0.9280137079162752
2025-09-21T10:00:00,361,365,115522.31000000008,113690.22781622686,SHORT,115522.31,115500.01,-0.015984623059670546,-0.0008069636938527033,0.9272648345465891
2025-09-21T11:00:00,362,366,115603.44999999991,113687.11068476405,SHORT,115603.45,115531.61,-0.016714096851234424,-0.00037856525908183095,0.9269138042942615
2025-09-21T12:00:00,363,367,115683.59000000003,113729.37542019521,SHORT,115683.59,115316.0,-0.017035361892127895,0.0021775466165944238,0.9289322023126773
2025-09-21T13:00:00,364,368,115661.65,113789.04449906343,SHORT,115661.65,115628.18,-0.01632123919440524,-0.0007106214549074722,0.9282720831595593
2025-09-21T14:00:00,365,369,115500.01000000001,113846.17305146296,SHORT,115500.01,115530.9,-0.014420996464813034,-0.0012674458642903965,0.9270955485468225
2025-09-21T15:00:00,366,370,115531.60999999997,113893.79190463998,SHORT,115531.61,115480.05,-0.014276380368685525,-0.0005537152126591357,0.9265822016380036
2025-09-21T16:00:00,367,371,115315.99999999994,113924.6842189551,SHORT,115316.0,115307.51,-0.012137407035816028,-0.0009263762183911579,0.9257238379220216
2025-09-21T17:00:00,368,372,115628.17999999989,113980.06692679715,SHORT,115628.18,115405.48,-0.014354681116478389,0.0009260010838188157,0.9265810591992543
2025-09-21T18:00:00,369,373,115530.9000000001,114048.9219038271,SHORT,115530.9,115538.9,-0.012909239890145047,-0.0010692455438328621,0.9255903165307056
2025-09-21T19:00:00,370,374,115480.04999999994,114104.71866823692,SHORT,115480.05,115232.29,-0.011979978221450489,0.0011454788078114732,0.9266505606230071
2025-09-21T20:00:00,371,375,115307.51000000004,114155.59596709529,SHORT,115307.51,114407.28,-0.010039160978687097,0.006807210475709657,0.9329584660266024
2025-09-21T21:00:00,372,376,115405.4800000001,114184.1159470388,SHORT,115405.48,114273.45,-0.010638578333783108,0.008809152910243073,0.9411770398127365
2025-09-21T22:00:00,373,377,115538.9,114189.51996242724,SHORT,115538.9,114187.81,-0.011746571294804544,0.0106938104828763,0.9512418087073283
2025-09-21T23:00:00,374,378,115232.29000000001,114173.05688916027,SHORT,115232.29,114649.89,-0.009233740540992727,0.0040541389049891675,0.9550982751320609
2025-09-22T00:00:00,375,379,114407.28000000004,114118.8047632251,SHORT,114407.28,114433.53,-0.0025244080642605874,-0.0012294434410117959,0.9539240358221781
2025-09-22T01:00:00,376,380,114273.44999999995,114078.42836946076,SHORT,114273.45,113691.19,-0.0017079095589146115,0.004095321791719728,0.9578306617137259
2025-09-22T02:00:00,377,381,114187.8099999999,114026.05284587452,SHORT,114187.81,112800.77,-0.0014174512035155234,0.011147005884428414,0.9685076057361348
2025-09-22T03:00:00,378,382,114649.88999999994,113987.60483212436,SHORT,114649.89,112519.99,-0.005792757651459356,0.017577427331155696,0.9855314777956333
2025-09-22T04:00:00,379,383,114433.52999999993,113923.23786434527,SHORT,114433.53,112629.07,-0.004468814006557425,0.014768630050999841,1.0000864275948123
2025-09-22T05:00:00,380,384,113691.19000000008,113802.4980966154,FLAT,113691.19,112336.62,0.0009784621001348805,0.0,1.0000864275948123
2025-09-22T06:00:00,381,385,112800.76999999992,113675.56787806122,LONG,112800.77,112792.16,0.007724557597192113,-0.001076329266192071,0.9990100053040705
2025-09-22T07:00:00,382,386,112519.98999999995,113583.4808629363,LONG,112519.99,112876.97,0.009406245410635374,0.0021725918212399053,1.0011804462709308
2025-09-22T08:00:00,383,387,112629.07000000007,113505.99977733109,LONG,112629.07,112738.65,0.007755068599101036,-2.7071785286097256e-05,1.0011533425288568
2025-09-22T09:00:00,384,388,112336.62000000008,113418.76194777497,LONG,112336.62,113130.63,0.009585968879560878,0.00606813147840846,1.00722847264137
2025-09-22T10:00:00,385,389,112792.15999999999,113389.79444616025,LONG,112792.16,112933.16,0.005284029678096933,0.00025008688547147246,1.0074803672730512
2025-09-22T11:00:00,386,390,112876.96999999994,113390.08844383262,LONG,112876.97,112815.5,0.004535065958632906,-0.0015445752131723696,1.0059242380700035
2025-09-22T12:00:00,387,391,112738.65000000007,113412.20466087025,LONG,112738.65,112600.68,0.005956106645962692,-0.0022238039039850234,1.0036872598222704
2025-09-22T13:00:00,388,392,113130.62999999998,113460.54482344227,LONG,113130.63,112398.66,0.002911693881747032,-0.007470131033478742,0.9961895844747648
2025-09-22T14:00:00,389,393,112933.15999999993,113449.47470007779,LONG,112933.16,112429.13,0.0045609856084301,-0.005463082410870278,0.9907473186779285
2025-09-22T15:00:00,390,394,112815.50000000006,113382.55964018985,LONG,112815.5,112122.9,0.005013342105324918,-0.007139227322486767,0.9836741483507426
2025-09-22T16:00:00,391,395,112600.68,113266.5178163872,LONG,112600.68,112781.88,0.005895262126956749,0.0006092265162165242,0.9842734287252346
2025-09-22T17:00:00,392,396,112398.66000000003,113152.22351645834,LONG,112398.66,112969.99,0.006681339130226516,0.004083067716287736,0.9882922837860625
2025-09-22T18:00:00,393,397,112429.12999999992,113041.23147411033,LONG,112429.13,112643.25,0.0054290219812573245,0.0009044886320831206,0.9891861829219224
2025-09-22T19:00:00,394,398,112122.90000000001,112918.01746863626,LONG,112122.9,112650.99,0.007065748601744913,0.0037099209884868395,0.9928559855034655
2025-09-22T20:00:00,395,399,112781.88000000003,112822.07546992923,FLAT,112781.88,112395.32,0.0003563009448646888,0.0,0.9928559855034655
2025-09-22T21:00:00,396,400,112969.98999999996,112730.49171781071,SHORT,112969.99,112156.66,-0.0021220550621392676,0.0061995226342854565,0.9990112186581801
2025-09-22T22:00:00,397,401,112643.24999999996,112666.37125534928,FLAT,112643.25,111811.88,0.00020521931935650842,0.0,0.9990112186581801
2025-09-22T23:00:00,398,402,112650.9900000001,112674.30246799973,FLAT,112650.99,112339.99,0.0002069020910799337,0.0,0.9990112186581801
2025-09-23T00:00:00,399,403,112395.31999999998,112731.63399795337,LONG,112395.32,112442.3,0.0029874754172213706,-0.000582011065941216,0.9984297830739216
2025-09-23T01:00:00,400,404,112156.66000000008,112816.77651522387,LONG,112156.66,112665.44,0.005867825244659461,0.003536333375120111,1.0019605636385198
2025-09-23T02:00:00,401,405,111811.87999999998,112896.70418217251,LONG,111811.88,112974.96,0.009654496669742746,0.009402114694789156,1.0113811117775047
2025-09-23T03:00:00,402,406,112339.99000000006,112998.49506277536,LONG,112339.99,113090.13,0.005844018110356605,0.005677408463361973,1.0171231354611947
2025-09-23T04:00:00,403,407,112442.30000000005,113074.1419089215,LONG,112442.3,113133.84,0.005602965171490706,0.005150176579454472,1.0223614992118681
2025-09-23T05:00:00,404,408,112665.44,113135.6149690918,LONG,112665.44,112934.47,0.004164096011767824,0.0013878662347566284,1.0237804002163395
2025-09-23T06:00:00,405,409,112974.95999999992,113185.152772388,LONG,112974.96,112969.32,0.001858610816562193,-0.0010499225669121672,1.02270551007059
2025-09-23T07:00:00,406,410,113090.12999999995,113215.03297470402,LONG,113090.13,112975.99,0.001103735299893982,-0.0020092834803532317,1.020650604783939
2025-09-23T08:00:00,407,411,113133.8399999999,113205.73104335192,FLAT,113133.84,112941.02,0.0006351859475952413,0.0,1.020650604783939
2025-09-23T09:00:00,408,412,112934.46999999999,113167.75271553581,LONG,112934.47,112952.31,0.0020633098586888897,-0.0008420322865109607,1.019791184021464
2025-09-23T10:00:00,409,413,112969.32000000008,113131.64654300173,LONG,112969.32,112652.91,0.001435733269974357,-0.0038008489384551794,1.01591511178223
2025-09-23T11:00:00,410,414,112975.99000000006,113129.75172764879,LONG,112975.99,112882.19,0.0013599511068835377,-0.0018302649084996105,1.0140557180031207
2025-09-23T12:00:00,411,415,112941.02000000003,113167.14479487012,LONG,112941.02,112823.63,0.0019999477724420792,-0.0020393920649910847,1.0119876608183662
2025-09-23T13:00:00,412,416,112952.31000000008,113201.1318125298,LONG,112952.31,111957.76,0.0022002498081138077,-0.009805043473657182,1.0020650778092375
2025-09-23T14:00:00,413,417,112652.90999999992,113166.72996045131,LONG,112652.91,111780.1,0.004550263837408886,-0.008747780328089151,0.9932992326341127
2025-09-23T15:00:00,414,418,112882.19000000008,113101.8052018753,LONG,112882.19,111655.29,0.0019434412751620233,-0.011868853625182224,0.9815099094359726
2025-09-23T16:00:00,415,419,112823.62999999998,113005.51339575558,LONG,112823.63,111985.77,0.001610644631650023,-0.008426281178862979,0.9732394309592247
2025-09-23T17:00:00,416,420,111957.75999999991,112887.96333139746,LONG,111957.76,112161.54,0.008273367302396816,0.0008201507425657573,0.9740376340012202
2025-09-23T18:00:00,417,421,111780.09999999992,112784.18467603653,LONG,111780.1,112159.23,0.008941679846728948,0.0023917486207293615,0.9763672871688812
2025-09-23T19:00:00,418,422,111655.29000000001,112688.8836558557,LONG,111655.29,111998.8,0.00921350087618183,0.002076522393162109,0.9783947357046383
2025-09-23T20:00:00,419,423,111985.76999999992,112627.45864975872,LONG,111985.77,112230.72,0.005713165136257564,0.00118733147970494,0.979556414573918
2025-09-23T21:00:00,420,424,112161.54000000008,112577.08292116039,LONG,112161.54,112451.26,0.0036976451982055607,0.001583060111335857,0.981107111260633
2025-09-23T22:00:00,421,425,112159.23000000007,112537.21846555412,LONG,112159.23,112111.62,0.003364103259861399,-0.001424485795774459,0.9797095381165088
2025-09-23T23:00:00,422,426,111998.80000000008,112506.54144049124,LONG,111998.8,111683.09,0.004522756868606963,-0.0038188694878874274,0.9759681552544034
2025-09-24T00:00:00,423,427,112230.72,112489.8734534635,LONG,112230.72,112161.93,0.002306220821688603,-0.001612933784974454,0.9743939832437344
2025-09-24T01:00:00,424,428,112451.25999999998,112468.05776288995,FLAT,112451.26,112636.84,0.00014935207430566338,0.0,0.9743939832437344
2025-09-24T02:00:00,425,429,112111.61999999995,112405.55383838336,LONG,112111.62,112596.69,0.00261810364990124,0.003326670152478458,0.977635470624546
2025-09-24T03:00:00,426,430,111683.08999999994,112308.4875219901,LONG,111683.09,112583.54,0.0055835725699492095,0.0070625455474055835,0.9845400656645912
2025-09-24T04:00:00,427,431,112161.92999999996,112246.95541295635,FLAT,112161.93,112622.8,0.0007576965168916626,0.0,0.9845400656645912
2025-09-24T05:00:00,428,432,112636.84000000007,112222.03629077716,SHORT,112636.84,112735.06,-0.0036890934504277086,-0.0018720059973273502,0.9826970007570579
2025-09-24T06:00:00,429,433,112596.69000000008,112165.9634197356,SHORT,112596.69,112941.98,-0.003832345214051043,-0.004066608796404171,0.9787007564895792
2025-09-24T07:00:00,430,434,112583.53999999992,112055.31431901311,SHORT,112583.54,113029.46,-0.004702426383951815,-0.004960792137110033,0.9738456254722021
2025-09-24T08:00:00,431,435,112622.79999999999,111898.2838731405,SHORT,112622.8,113070.69,-0.0064532576211801616,-0.004976903433407795,0.9689988898351803
2025-09-24T09:00:00,432,436,112735.06000000001,111696.87495500616,SHORT,112735.06,112823.62,-0.009250810430511071,-0.0017855586363283763,0.9672686854988426
2025-09-24T10:00:00,433,437,112941.98000000005,111513.42767955098,SHORT,112941.98,113720.64,-0.012727951472575797,-0.007894336366336092,0.959632741138891
2025-09-24T11:00:00,434,438,113029.46000000011,111383.7724655464,SHORT,113029.46,113346.41,-0.014665378363441183,-0.0038041361959970177,0.9559821674934607
2025-09-24T12:00:00,435,439,113070.68999999997,111326.16757071552,SHORT,113070.69,113732.01,-0.015547304528152266,-0.006848730559617107,0.9494349032084992
2025-09-24T13:00:00,436,440,112823.62000000005,111316.84168645297,SHORT,112823.62,113761.3,-0.013443805167802856,-0.009311025652252673,0.9405946904695808
