symbol,phase,hit_rate_pred,hit_rate_hold,delta_hit,corr_pred_true,mae_price,mae_return,count
data/mydata.csv,biquat,0.45416666666666666,0.5458333333333333,-0.09166666666666662,0.06687570891635584,94307.64498615528,0.8078310555666471,480
