upper,lower,runs,sharpe_mean,maxdd_mean,cagr_mean,total_return_mean,trades_sum,fees_sum
0.504,0.496,1,0.18679420227139895,1.0000090856016324,-1.0,-1.0,42,1.4462972691494467
0.504,0.492,1,0.18679420227139895,1.0000090856016324,-1.0,-1.0,42,1.4462972691494467
0.504,0.488,1,0.17748577557912945,1.0000090856016324,-1.0,-1.0,42,1.4462972691494467
0.508,0.496,1,0.18679420227139895,1.0000090856016324,-1.0,-1.0,42,1.4462972691494467
0.508,0.492,1,0.18679420227139895,1.0000090856016324,-1.0,-1.0,42,1.4462972691494467
0.508,0.488,1,0.17748577557912945,1.0000090856016324,-1.0,-1.0,42,1.4462972691494467
0.512,0.496,1,0.18679420227139895,1.0000090856016324,-1.0,-1.0,42,1.4462972691494467
0.512,0.492,1,0.18679420227139895,1.0000090856016324,-1.0,-1.0,42,1.4462972691494467
0.512,0.488,1,0.17748577557912945,1.0000090856016324,-1.0,-1.0,42,1.4462972691494467
